household_head,children,married,hh_income
Male,0,Yes,32974.75
Female,0,No,4928.87
Male,1,Yes,20232.27
Male,0,No,102714.34
Female,1,Yes,159441.6
Male,0,Yes,77176.75
Female,0,Yes,63684.08
Male,1,Yes,38278.72
Female,0,Yes,28603.12
Male,3,Yes,53970.7
Female,3,Yes,246915.96
Female,0,Yes,135570.35
Male,0,Yes,243511.76
Male,0,Yes,68820.74
Female,0,Yes,33734.39
Female,0,Yes,134937.55
Male,0,Yes,38281.42
Female,1,Yes,151310.91
Male,1,Yes,44044.14
Male,0,Yes,81900.54
Female,0,Yes,85948.34
Female,1,No,121434.08
Male,0,No,21588.28
Female,1,No,24489.21
Female,0,No,21048.57
Male,2,Yes,11657.67
Male,0,No,43176.56
Male,0,Yes,47237.86
Female,0,Yes,202390.13
Male,2,Yes,14279.3
Male,2,Yes,37779.49
Male,1,Yes,71407.29
Female,1,Yes,177324.79
Female,3,Yes,81065.34
Male,3,Yes,59382.61
Female,2,No,20239.01
Male,4,Yes,40615.65
Male,2,Yes,113401.89
Female,2,Yes,203995.76
Male,2,Yes,95800.69
Female,2,Yes,121436.78
Male,0,No,125481.88
Female,1,Yes,74209.71
Male,1,Yes,60717.04
Male,2,Yes,124942.17
Female,2,Yes,97241.71
Female,1,Yes,91750.19
Male,1,Yes,72860.45
Female,1,Yes,48573.63
Female,0,Yes,47224.36
Male,0,Yes,24961.45
Female,1,Yes,21620.66
Female,2,Yes,253696.03
Male,2,Yes,256394.56
Female,1,Yes,68913.84
Male,2,Yes,127640.71
Female,2,Yes,86353.12
Female,0,Yes,121490.75
Female,0,No,134983.42
Male,2,Yes,56532.96
Female,0,No,203044.53
Male,1,Yes,35485.74
Male,0,No,13492.68
Male,0,Yes,27060.91
Female,0,Yes,33734.39
Male,2,Yes,33731.69
Male,2,Yes,184563.61
Female,2,Yes,153530.45
Female,3,Yes,60771.01
Male,3,Yes,72914.42
Male,2,Yes,81022.17
Female,2,Yes,184594.64
Male,3,Yes,137734.58
Female,3,Yes,191705.28
Female,3,Yes,157877.79
Male,3,Yes,168658.44
Male,2,Yes,16585.2
Female,2,Yes,121828.06
Female,1,Yes,84464.15
Female,0,No,219660.76
Male,3,Yes,29683.89
Female,3,Yes,60717.04
Male,0,No,76908.25
Male,0,Yes,14031.03
Male,2,Yes,70195.64
Female,2,Yes,134960.49
Male,1,Yes,45888.59
Female,1,Yes,76921.74
Female,1,Yes,204154.97
Male,1,Yes,53981.5
Male,0,Yes,98512.72
Female,0,Yes,53970.7
Female,1,No,113569.2
Female,0,No,129529.68
Female,2,Yes,53970.7
Male,1,Yes,64548.96
Male,0,Yes,44660.76
Female,0,Yes,103488.82
Male,3,Yes,33751.93
Female,3,Yes,58038.74
Female,0,No,70191.6
Male,0,No,60752.12
Male,0,Yes,97295.68
Female,0,Yes,185186.97
Female,0,Yes,19564.38
Male,0,Yes,105377.79
Female,0,Yes,105377.79
Male,2,Yes,11333.85
Female,2,Yes,101737.47
Male,4,Yes,21588.28
Male,4,Yes,1888.97
Male,0,Yes,47326.91
Male,0,Yes,74209.71
Female,0,Yes,53970.7
Female,2,Yes,87702.39
Female,2,Yes,55319.97
Male,2,Yes,56669.24
Male,4,Yes,72335.58
Female,4,Yes,58438.13
Male,2,No,62604.66
Female,0,No,42307.63
Female,0,No,64902.47
Male,0,Yes,16191.21
Female,0,Yes,85003.86
Male,0,Yes,92254.82
Female,0,Yes,123150.35
Female,0,Yes,175484.39
Male,0,Yes,145720.89
Female,0,Yes,47224.36
Male,0,Yes,44525.83
Male,0,Yes,56669.24
Female,0,Yes,56669.24
Female,1,Yes,98491.13
Female,3,Yes,67298.77
Female,0,Yes,48006.94
Male,0,Yes,11657.67
Female,1,Yes,76483.23
Male,0,No,68753.28
Male,2,Yes,48574.98
Female,2,Yes,52622.78
Female,3,Yes,94448.73
Male,3,Yes,96067.85
Male,0,Yes,119917.5
Female,0,Yes,78257.52
Male,0,Yes,18915.38
Male,0,Yes,29678.49
Male,3,Yes,16193.91
Female,3,No,40580.57
Male,0,No,66873.75
Male,2,Yes,33731.69
Female,2,Yes,137895.14
Male,1,Yes,16304.55
Female,0,Yes,74209.71
Male,0,Yes,37779.49
Male,0,Yes,12818.04
Male,0,No,47469.93
Male,0,Yes,1137.43
Male,0,Yes,29751.35
Female,0,Yes,44863.15
Male,2,Yes,66437.93
Female,2,Yes,77232.07
Male,0,No,82019.28
Male,2,Yes,47899.0
Male,0,Yes,14841.94
Female,0,Yes,190539.51
Male,0,Yes,85021.4
Female,2,Yes,18391.87
Male,2,Yes,9351.77
Male,2,Yes,54013.88
Female,2,Yes,58061.68
Male,0,Yes,43176.56
Female,0,Yes,58133.19
Male,2,Yes,17540.48
Male,0,Yes,33773.52
Male,2,Yes,113138.78
Male,0,Yes,39128.76
Female,0,Yes,53970.7
Male,0,Yes,26985.35
Female,0,Yes,56669.24
Male,1,Yes,8095.61
Male,2,Yes,75716.85
Female,0,No,156686.39
Female,0,Yes,33731.69
Male,0,Yes,32382.42
Female,0,Yes,56669.24
Male,2,Yes,94462.22
Female,2,Yes,87713.18
Male,2,Yes,67463.38
Female,2,Yes,58018.5
Female,2,Yes,56356.21
Male,2,Yes,83363.15
Female,1,Yes,41960.87
Male,1,Yes,33865.27
Female,0,Yes,47237.86
Male,0,Yes,83668.08
Male,0,Yes,48978.41
Male,1,Yes,20239.01
Female,1,Yes,75558.98
Female,1,Yes,85167.12
Male,1,Yes,104056.86
Female,2,Yes,38723.98
Male,2,Yes,57748.65
Female,3,No,24556.67
Female,0,Yes,21176.75
Male,1,Yes,108076.33
Female,0,Yes,73572.86
Male,0,Yes,66016.96
Male,0,Yes,108143.79
Female,0,Yes,101397.46
Male,1,Yes,26040.86
Male,0,No,56534.31
Female,0,Yes,35893.22
Male,0,Yes,32387.82
Female,1,No,16191.21
Male,0,No,33731.69
Male,1,Yes,74320.35
Female,1,Yes,93805.13
Female,1,Yes,113882.23
Male,1,Yes,107131.84
Male,0,Yes,45875.1
Male,0,Yes,48087.9
Female,1,Yes,32382.42
Female,0,No,130557.83
Female,0,Yes,6256.55
Male,0,No,35636.85
Female,1,No,33765.42
Male,3,Yes,2170.97
Male,2,Yes,1462.61
Female,1,Yes,47082.69
Male,1,Yes,81785.85
Female,0,No,95096.38
Female,2,Yes,184882.04
Female,0,No,221068.04
Male,0,No,220529.68
Male,2,Yes,48813.8
Female,1,Yes,69127.02
Male,1,Yes,50018.7
Male,2,Yes,76518.31
Male,0,Yes,117386.28
Female,0,Yes,151219.16
Male,0,Yes,47235.16
Male,0,Yes,29952.39
Female,0,Yes,356576.33
Male,4,Yes,53970.7
Female,0,Yes,94767.15
Male,0,Yes,97465.69
Male,2,Yes,37957.59
Female,0,Yes,98091.75
Male,0,Yes,138299.92
Female,4,No,2703.93
Male,0,No,28269.85
Female,3,Yes,45902.08
Male,0,Yes,40343.1
Female,0,Yes,59787.39
Male,4,Yes,48422.51
Male,4,Yes,108076.33
Female,4,Yes,108076.33
Male,3,Yes,75768.12
Female,3,Yes,122992.48
Female,1,No,30763.3
Female,2,Yes,72193.91
Male,2,Yes,72193.91
Male,0,Yes,42095.8
Male,1,No,1619.12
Male,1,Yes,11603.7
Female,1,Yes,33731.69
Male,1,Yes,9713.38
Female,2,No,44795.68
Female,0,No,54314.76
Female,2,No,38798.19
Male,0,No,22373.55
Female,0,No,65412.49
Female,0,Yes,55060.91
Male,0,Yes,54003.08
Male,0,Yes,67598.3
Female,0,Yes,80969.55
Female,1,No,54185.24
Female,2,Yes,11884.35
Male,1,Yes,60184.08
Female,1,Yes,198980.53
Female,0,Yes,33090.79
Female,0,Yes,114492.1
Male,0,Yes,49922.9
Male,0,Yes,31035.85
Female,0,Yes,36432.92
Male,3,Yes,40478.03
Female,0,No,47673.67
Male,4,Yes,15014.65
Male,2,Yes,95811.49
Male,0,No,53768.31
Female,2,Yes,27462.99
Female,0,Yes,58853.7
Male,2,Yes,37779.49
Male,0,Yes,19598.11
Female,0,Yes,48580.38
Female,1,Yes,29029.49
Male,4,Yes,60757.52
Male,2,Yes,48574.98
Female,2,Yes,67464.73
Male,0,Yes,40088.09
Male,1,Yes,9444.87
Male,0,Yes,16624.33
Female,0,No,109467.42
Male,0,Yes,44525.83
Female,0,Yes,273901.31
Female,0,Yes,69511.57
Male,3,Yes,13900.15
Female,1,Yes,78257.52
Male,0,Yes,61399.77
Female,0,Yes,78544.91
Female,2,Yes,137355.44
Male,2,Yes,130609.1
Male,0,No,161912.1
Male,3,Yes,7555.9
Female,1,Yes,197771.59
Male,1,Yes,211264.26
Male,0,No,149050.89
Female,1,No,47979.95
Female,0,Yes,3454.12
Female,3,Yes,9444.87
Female,0,Yes,46077.49
Male,0,Yes,120084.81
Male,0,Yes,78651.5
Female,0,Yes,12787.01
Male,0,Yes,12973.21
Male,1,Yes,45899.38
Female,1,Yes,27954.12
Female,0,Yes,33731.69
Male,0,Yes,26985.35
Male,2,Yes,44536.62
Male,1,Yes,20240.36
Female,0,Yes,2698.54
Male,0,Yes,38521.59
Female,2,Yes,451436.58
Male,2,Yes,66794.14
Male,0,No,461550.69
Female,0,Yes,25320.35
Male,0,Yes,128968.39
Female,1,Yes,76570.93
Male,1,Yes,144034.31
Female,0,Yes,223719.35
Male,0,Yes,99955.09
Female,0,Yes,47561.68
Male,0,Yes,76303.78
Female,0,Yes,56669.24
Female,0,Yes,85813.42
Female,1,No,6881.26
Male,0,Yes,43378.95
Female,0,Yes,89254.05
Male,2,Yes,65292.41
Female,0,No,163593.29
Female,5,Yes,43775.64
Female,0,No,35236.12
Male,1,Yes,21639.55
Female,1,Yes,60217.81
Male,1,Yes,77897.26
Male,0,No,116526.79
Female,0,No,178977.64
Female,0,No,316602.93
Female,0,No,301933.69
Female,0,Yes,164610.64
Male,0,Yes,89051.66
Male,1,Yes,70890.52
Female,1,Yes,111368.54
Male,0,Yes,4722.44
Female,1,Yes,153151.31
Male,1,Yes,112337.32
Male,0,No,154848.69
Male,0,No,71511.18
Male,0,No,71511.18
Male,1,Yes,18080.19
Male,3,Yes,11225.91
Female,0,Yes,45419.04
Female,0,Yes,90085.2
Male,0,Yes,84458.75
Female,0,No,125927.14
Male,1,No,22049.73
Female,1,Yes,33645.34
Male,1,Yes,66297.61
Male,3,Yes,2698.54
Female,2,Yes,94448.73
Male,2,Yes,90400.93
Female,0,Yes,29198.15
Female,4,Yes,74209.71
Male,4,Yes,26985.35
Female,0,Yes,33325.56
Female,3,Yes,26985.35
Male,3,Yes,36430.22
Male,3,Yes,27000.19
Female,4,Yes,39007.32
Female,0,No,79036.04
Female,2,No,49653.05
Male,2,Yes,47258.1
Female,2,Yes,74243.45
Female,0,Yes,70576.14
Male,0,Yes,52622.78
Female,0,Yes,55995.95
Female,4,Yes,66046.65
Male,4,Yes,154697.57
Male,0,No,159352.54
Male,0,No,60935.62
Male,2,Yes,118735.54
Female,2,Yes,202390.13
Female,2,Yes,128180.42
Male,2,No,12143.41
Male,2,Yes,53296.07
Female,2,Yes,47931.38
Female,1,Yes,130583.46
Male,1,Yes,69866.42
Male,0,No,130538.94
Male,0,Yes,9509.64
Male,3,Yes,47780.26
Female,3,Yes,72961.64
Male,0,No,84609.87
Male,0,No,41827.29
Male,0,No,41827.29
Male,0,No,41827.29
Male,1,Yes,48574.98
Female,1,Yes,89051.66
Male,2,Yes,76436.01
Female,2,Yes,183795.88
Female,0,No,226500.19
Male,5,Yes,3528.33
Female,1,Yes,50625.87
Male,1,Yes,20348.3
Male,1,Yes,41458.94
Female,1,Yes,110271.59
Female,0,Yes,19429.45
Male,2,Yes,102273.13
Female,2,Yes,125210.68
Male,0,No,51919.81
Female,1,No,31572.86
Female,1,No,33731.69
Male,1,Yes,40140.71
Female,3,Yes,352639.17
Male,2,Yes,249614.49
Female,2,Yes,90063.61
Female,2,Yes,4047.8
Female,0,Yes,61190.63
Male,0,Yes,44918.47
Female,1,Yes,193189.48
Male,3,Yes,1061.87
Female,1,No,30747.11
Male,0,No,68812.64
Male,0,Yes,26985.35
Male,0,Yes,15010.6
Female,1,No,11333.85
Male,0,No,33731.69
Male,3,Yes,14948.54
Female,0,No,55245.76
Male,0,Yes,33731.69
Female,1,Yes,78527.37
Male,1,Yes,53970.7
Male,3,Yes,13495.37
Male,0,No,167346.95
Male,2,Yes,61344.45
Male,2,Yes,110693.91
Female,2,Yes,72863.15
Male,0,Yes,82669.62
Female,0,Yes,68097.53
Male,1,Yes,41829.99
Female,1,Yes,65439.48
Male,2,Yes,67490.36
Female,2,Yes,148419.43
Male,2,Yes,46576.72
Female,2,Yes,67733.23
Male,3,Yes,7420.97
Male,2,Yes,67476.87
Female,2,Yes,217906.71
Male,2,Yes,6797.61
Female,1,Yes,5921.94
Female,2,No,2942.75
Female,0,No,49381.84
Male,2,Yes,8663.65
Male,1,Yes,13506.17
Female,1,Yes,49261.76
Male,1,Yes,37509.64
Female,1,Yes,49116.04
Female,1,Yes,44539.32
Male,1,Yes,37860.45
Female,0,Yes,28237.47
Male,3,Yes,42643.6
Female,1,Yes,113068.62
Female,0,Yes,205080.57
Female,0,No,209696.41
Male,0,Yes,26437.55
Female,0,Yes,26985.35
Female,2,No,81026.21
Male,0,Yes,18275.83
Male,2,Yes,36430.22
Male,0,Yes,258813.8
Male,0,Yes,40209.52
Female,0,Yes,12818.04
Male,1,Yes,143107.36
Male,0,Yes,18889.75
Male,0,No,17000.77
Female,3,Yes,33731.69
Male,3,Yes,51272.17
Female,2,Yes,61514.46
Male,2,Yes,101791.44
Female,0,No,129999.23
Female,0,Yes,37698.54
Male,0,Yes,48627.6
Female,2,Yes,146530.45
Male,2,Yes,62875.87
Female,1,Yes,3804.93
Male,3,Yes,13492.68
Male,0,Yes,90514.26
Female,0,Yes,108054.74
Male,1,Yes,80880.49
Female,1,Yes,32351.39
Male,2,Yes,139355.05
Female,2,Yes,81336.55
Male,0,No,21474.94
Male,2,Yes,63449.31
Male,0,Yes,121508.29
Female,0,No,30465.11
Male,0,No,29142.83
Male,3,Yes,13494.02
Male,1,Yes,4047.8
Female,1,Yes,39077.49
Female,2,Yes,108481.11
Male,2,Yes,59637.63
Male,1,No,19428.1
Female,2,No,7420.97
Female,3,Yes,76233.62
Male,3,Yes,53970.7
Female,3,Yes,59367.77
Female,0,Yes,21856.78
Female,1,No,31413.65
Female,0,Yes,70429.07
Male,2,Yes,82305.32
Female,0,Yes,62005.59
Male,2,Yes,53970.7
Female,1,Yes,46004.63
Male,0,No,140323.82
Male,1,Yes,101481.11
Female,1,Yes,104179.65
Female,1,Yes,30111.6
Male,1,Yes,7798.77
Male,3,Yes,2698.54
Male,2,Yes,21194.29
Male,0,No,20109.48
Female,3,Yes,29683.89
Male,3,Yes,37779.49
Male,0,Yes,87702.39
Female,0,Yes,51272.17
Male,1,Yes,80989.78
Female,1,Yes,72894.18
Female,0,Yes,26985.35
Male,0,Yes,6167.5
Male,1,Yes,27002.89
Female,1,Yes,36828.26
Male,0,Yes,13492.68
Female,0,Yes,33731.69
Female,2,No,4047.8
Male,0,Yes,31134.35
Female,0,Yes,109771.01
Female,1,No,39128.76
Female,0,Yes,46143.6
Female,0,Yes,34297.03
Male,0,Yes,8098.3
Male,0,Yes,93909.02
Female,0,Yes,80956.05
Female,2,Yes,55319.97
Male,0,No,31034.5
Female,0,Yes,64764.84
Male,0,Yes,56669.24
Male,0,Yes,14572.09
Female,0,Yes,36484.19
Male,0,Yes,82305.32
Male,3,Yes,85222.44
Female,3,Yes,81174.63
Female,3,Yes,122412.3
Male,3,Yes,53973.4
Male,2,Yes,11301.46
Male,1,Yes,19564.38
Female,1,Yes,202390.13
Male,0,Yes,120101.0
Male,2,Yes,134926.75
Female,2,Yes,94516.19
Male,1,Yes,53835.77
Male,4,Yes,60447.19
Female,4,Yes,85678.49
Male,1,Yes,64797.22
Female,0,Yes,43179.26
Male,0,Yes,45203.16
Male,2,Yes,139535.85
Female,2,Yes,87002.12
Male,0,Yes,47233.81
Female,0,Yes,91746.14
Male,2,No,9444.87
Female,0,Yes,153430.61
Male,4,Yes,108483.81
Female,4,Yes,216695.07
Male,2,Yes,108131.65
Female,2,Yes,107996.72
Male,2,Yes,56585.58
Male,1,Yes,17540.48
Male,1,Yes,31033.15
Female,1,Yes,83654.59
Male,1,Yes,68812.64
Female,1,Yes,91825.75
Female,0,Yes,37354.47
Male,2,Yes,33554.93
Female,2,Yes,110352.54
Female,0,Yes,81225.91
Male,0,Yes,48574.98
Female,0,Yes,46617.19
Male,0,Yes,56693.52
Male,0,Yes,270055.9
Female,0,Yes,162114.49
Male,3,Yes,14841.94
Female,0,No,414225.13
Female,0,Yes,13897.46
Female,2,No,17085.77
Male,2,No,12143.41
Male,1,Yes,53977.45
Female,1,Yes,60723.79
Female,0,Yes,55319.97
Male,0,No,57141.48
Female,0,No,72828.06
Male,0,Yes,78260.22
Female,0,Yes,94482.46
Male,2,Yes,3134.35
Female,2,No,25402.66
Male,0,Yes,32382.42
Female,0,Yes,35080.96
Female,3,Yes,26985.35
Female,2,Yes,126831.15
Male,2,Yes,128180.42
Female,0,No,215882.81
Female,0,No,225327.68
Male,2,Yes,91563.99
Male,0,Yes,42905.36
Male,1,Yes,44141.29
Male,0,Yes,60722.44
Female,0,Yes,66119.51
Male,2,Yes,7758.29
Female,2,Yes,130101.77
Male,1,Yes,6071.7
Male,3,Yes,28064.76
Female,3,Yes,77063.42
Female,0,No,94334.04
Female,2,Yes,47244.6
Female,0,Yes,34510.22
Female,4,No,39128.76
Female,0,No,62336.16
Male,0,Yes,5734.39
Male,4,Yes,26985.35
Male,2,Yes,10794.14
Male,1,Yes,36915.96
Female,1,Yes,35620.66
Male,4,Yes,24286.82
Female,1,Yes,53970.7
Male,0,Yes,43395.14
Female,0,Yes,51272.17
Male,0,Yes,47899.0
Male,0,Yes,175425.02
Female,0,Yes,101197.76
Female,0,Yes,179526.79
Female,1,Yes,14167.31
Male,0,Yes,3486.51
Female,0,Yes,38934.46
Female,1,Yes,168692.17
Male,1,Yes,74243.45
Male,2,Yes,12904.39
Male,0,No,110965.11
Female,1,No,21588.28
Female,2,Yes,5293.18
Male,0,No,88799.34
Male,0,No,75286.43
Male,2,Yes,67463.38
Female,0,Yes,107941.4
Male,0,Yes,74209.71
Male,0,Yes,1888.97
Male,3,Yes,8500.39
Male,2,Yes,100131.84
Female,0,No,156515.03
Male,3,Yes,13829.99
Male,0,Yes,44525.83
Female,0,Yes,202390.13
Female,2,No,38052.04
Male,0,No,24556.67
Female,0,Yes,113472.05
Female,0,Yes,126801.46
Male,0,Yes,7427.72
Female,0,Yes,95798.0
Female,2,No,4722.44
Male,2,Yes,56685.43
Female,2,Yes,40482.07
Male,2,Yes,40482.07
Female,2,No,156515.03
Male,0,No,183500.39
Female,0,No,25636.08
Female,0,No,29953.74
Female,0,Yes,67463.38
Male,0,Yes,67463.38
Female,0,Yes,159982.65
Male,0,Yes,148755.4
Male,0,Yes,80956.05
Female,1,Yes,86903.62
Male,1,Yes,80956.05
Male,1,Yes,49922.9
Female,1,Yes,72860.45
Male,0,No,16353.12
Male,4,Yes,67520.05
Female,4,Yes,101308.4
Male,0,No,632806.48
Male,0,Yes,32382.42
Female,0,Yes,81827.68
Female,0,Yes,71511.18
Male,0,Yes,67464.73
Female,0,Yes,67464.73
Female,2,Yes,127736.51
Male,1,Yes,132503.47
Female,1,Yes,288851.2
Female,0,No,300673.48
Female,1,Yes,151117.96
Female,0,Yes,67464.73
Female,1,Yes,52688.9
Female,0,Yes,51713.38
Male,0,Yes,46313.61
Female,1,Yes,134940.25
Male,1,Yes,60717.04
Male,3,Yes,24308.4
Female,3,Yes,80977.64
Male,0,Yes,13492.68
Female,0,Yes,33731.69
Female,2,No,13492.68
Female,2,Yes,36700.08
Male,2,Yes,23477.26
Male,0,Yes,21048.57
Female,0,Yes,24286.82
Male,0,Yes,92357.36
Female,0,Yes,169265.61
Female,0,Yes,40762.72
Male,2,Yes,52081.73
Male,0,Yes,27085.2
Female,1,Yes,22667.69
Female,1,Yes,7825.75
Female,0,No,14570.74
Male,2,Yes,53970.7
Male,0,No,105242.87
Male,1,No,5897.65
Female,2,Yes,3643.02
Male,2,Yes,72340.98
Female,2,Yes,170211.45
Female,0,No,144574.02
Female,2,Yes,75560.33
Male,2,Yes,66115.46
Male,0,Yes,95123.36
Female,0,Yes,101869.7
Female,0,Yes,58007.71
Male,1,Yes,8712.22
Female,2,Yes,315298.19
Male,2,Yes,152021.97
Female,0,No,328790.86
Male,3,Yes,33893.6
Female,3,Yes,10686.2
Female,0,Yes,60209.71
Male,2,Yes,62175.6
Female,1,Yes,98237.47
Male,1,Yes,83654.59
Male,2,Yes,109560.52
Female,2,Yes,116306.86
Male,1,Yes,52621.43
Female,1,Yes,72860.45
Male,2,Yes,6543.95
Male,3,Yes,1567.85
Male,1,Yes,13392.83
Male,3,Yes,135106.21
Female,2,Yes,53977.45
Male,2,Yes,22937.55
Male,2,Yes,34019.08
Female,0,Yes,124522.55
Male,3,Yes,13514.26
Male,0,Yes,22277.76
Male,2,Yes,45888.59
Female,0,No,72927.91
Male,1,Yes,162181.96
Female,1,Yes,117750.58
Female,0,No,171721.28
Male,0,Yes,47838.28
Female,0,Yes,176898.42
Male,2,Yes,2698.54
Male,1,Yes,21588.28
Female,1,Yes,34433.31
Male,1,Yes,63415.57
Female,2,Yes,141673.09
Male,2,Yes,73670.01
Female,0,Yes,32228.6
Male,0,Yes,17970.89
Female,0,No,2698.54
Male,2,Yes,78333.08
Female,2,Yes,67520.05
Male,0,No,145853.12
Female,0,No,13492.68
Female,0,No,90172.9
Female,0,Yes,74884.35
Female,0,Yes,67463.38
Male,0,Yes,37779.49
Female,2,Yes,100023.9
Male,2,Yes,39398.61
Female,2,Yes,99364.11
Male,0,No,116095.03
Female,0,Yes,88378.37
Male,0,Yes,37241.13
Male,0,Yes,84329.22
Female,0,Yes,81198.92
Male,0,Yes,40534.7
Female,0,Yes,87759.06
Male,1,Yes,40478.03
Male,2,Yes,38191.02
Female,2,Yes,56675.98
Male,1,Yes,22937.55
Male,3,Yes,33731.69
Male,0,Yes,86353.12
Female,4,No,107941.4
Male,0,No,14841.94
Female,0,Yes,42083.65
Male,2,Yes,40511.76
Male,2,No,43176.56
Male,0,Yes,55052.81
Male,0,Yes,19677.72
Male,1,Yes,114687.74
Female,1,Yes,79606.78
Male,1,Yes,72860.45
Female,1,Yes,71511.18
Male,0,Yes,35649.0
Female,0,Yes,270421.55
Male,2,Yes,105574.79
Male,0,Yes,9444.87
Male,0,Yes,12143.41
Male,1,No,6475.13
Female,1,Yes,95339.24
Female,0,No,82575.17
Female,0,Yes,86768.7
Female,2,Yes,33731.69
Female,0,Yes,122784.7
Male,0,Yes,117387.63
Male,3,Yes,14701.62
Male,6,Yes,12952.97
Male,2,Yes,63415.57
Female,2,Yes,26985.35
Male,4,Yes,11904.59
Male,0,Yes,58964.34
Female,0,Yes,80014.26
Male,0,Yes,121434.08
Female,1,Yes,83691.02
Male,1,Yes,18076.14
Male,1,Yes,20239.01
Male,3,Yes,49653.05
Female,3,Yes,63685.43
Male,1,Yes,67463.38
Female,0,No,67463.38
Male,2,Yes,43184.66
Male,2,Yes,80956.05
Female,0,Yes,444769.85
Male,0,Yes,10448.73
Male,0,Yes,36430.22
Male,3,Yes,17400.15
Female,0,No,67463.38
Female,0,No,135121.05
Female,0,No,121442.17
Female,0,No,97440.05
Female,1,Yes,41448.15
Male,1,Yes,81617.19
Female,1,Yes,75545.49
Female,2,Yes,150576.91
Male,2,Yes,53429.65
Female,2,Yes,47359.29
Male,2,Yes,94583.65
Female,4,Yes,101329.99
Male,4,Yes,87837.32
Female,0,No,43986.12
Male,1,Yes,71754.05
Female,1,Yes,48203.93
Male,1,Yes,86094.06
Female,1,Yes,98237.47
Male,2,Yes,126831.15
Female,2,Yes,148419.43
Female,3,Yes,28334.62
Male,3,Yes,105631.46
Female,1,No,25080.19
Male,0,No,30674.25
Female,1,No,9276.21
Female,0,Yes,82123.17
Male,0,Yes,47063.8
Male,1,Yes,25096.38
Female,1,Yes,110100.23
Male,2,Yes,25753.47
Female,2,Yes,57911.91
Male,2,Yes,37779.49
Female,2,Yes,121434.08
Female,1,Yes,60717.04
Male,1,Yes,60717.04
Male,0,Yes,24290.86
Female,0,Yes,22941.6
Male,2,Yes,41827.29
Male,2,Yes,10796.84
Male,2,Yes,62878.57
Female,2,Yes,125619.51
Male,0,Yes,15705.47
Male,0,Yes,102544.33
Female,0,Yes,12952.97
Female,0,Yes,86635.12
Male,0,Yes,49933.69
Female,0,Yes,179951.81
Female,1,Yes,41152.66
Female,2,Yes,88498.46
Male,2,Yes,32382.42
Female,3,No,34471.09
Male,0,No,33823.44
Male,0,Yes,5214.92
Male,0,Yes,61728.99
Female,0,Yes,74547.03
Male,2,Yes,47237.86
Female,2,Yes,63429.07
Female,0,Yes,32854.66
Female,2,Yes,68677.72
Female,0,No,99710.87
Male,2,Yes,70171.36
Female,2,Yes,70171.36
Male,3,Yes,151905.94
Female,3,Yes,178891.29
Female,0,No,277796.65
Female,2,Yes,33731.69
Male,2,Yes,13492.68
Male,2,Yes,135941.4
Female,2,Yes,56331.92
Male,1,Yes,92198.15
Male,0,Yes,28334.62
Female,0,Yes,78257.52
Female,1,No,5127.22
Female,0,Yes,93376.06
Male,0,Yes,28026.99
Male,1,Yes,20373.94
Male,0,No,7488.43
Male,2,Yes,15017.35
Male,1,Yes,35080.96
Male,1,Yes,108192.37
Female,1,Yes,16442.17
Female,1,Yes,60784.5
Male,1,Yes,43261.57
Male,1,Yes,34399.58
Female,1,Yes,101593.1
Male,2,Yes,110332.31
Female,2,Yes,60383.77
Female,1,No,2709.33
Male,0,Yes,71531.42
Female,0,Yes,64772.94
Female,4,Yes,22667.69
Female,0,Yes,25904.59
Female,5,Yes,40478.03
Female,1,Yes,68542.79
Female,0,No,132228.22
Female,2,Yes,117723.59
Male,2,Yes,47561.68
Male,3,Yes,43176.56
Female,3,Yes,94448.73
Male,2,Yes,134504.43
Female,2,Yes,131813.99
Male,0,No,180167.69
Female,0,Yes,57937.55
Female,2,Yes,95538.94
Male,0,No,129551.27
Male,2,Yes,7478.99
Male,2,Yes,47347.15
Female,2,Yes,41950.08
Male,1,Yes,49713.76
Female,1,Yes,114478.6
Female,3,Yes,121434.08
Male,0,Yes,36430.22
Female,0,Yes,26992.1
Male,2,Yes,65439.48
Female,0,No,89861.22
Female,0,Yes,234819.78
Male,0,Yes,50091.56
Female,0,Yes,23803.78
Male,0,Yes,49979.57
Male,0,Yes,51272.17
Female,0,Yes,44477.26
Female,1,Yes,52231.5
Male,2,Yes,48587.12
Female,2,Yes,53984.19
Male,2,Yes,102544.33
Female,2,Yes,116037.01
Female,2,Yes,71360.06
Male,2,Yes,28183.5
Male,2,Yes,89051.66
Female,2,Yes,113338.47
Male,0,No,137625.29
Male,2,Yes,39810.14
Female,0,Yes,2833.46
Male,0,Yes,10794.14
Female,0,Yes,55534.5
Female,0,No,46953.16
Female,0,Yes,36342.52
Female,2,Yes,123889.75
Male,2,Yes,90832.69
Female,1,Yes,48573.63
Male,1,Yes,57208.94
Female,0,Yes,62056.86
Male,2,Yes,64105.05
Female,1,Yes,48033.92
Male,1,Yes,93102.16
Female,1,Yes,94448.73
Male,0,No,93102.16
Male,0,Yes,32551.08
Female,1,Yes,51285.66
Male,1,Yes,94475.71
Male,1,Yes,20252.51
Female,1,Yes,48263.3
Female,2,Yes,78932.15
Male,2,Yes,60055.9
Male,2,Yes,94887.24
Female,2,Yes,102443.14
Male,2,Yes,33731.69
Male,0,Yes,36679.84
Female,1,Yes,96607.56
Female,1,Yes,10346.18
Male,3,Yes,20684.27
