county,year,crmrte,prbarr,prbconv,prbpris,avgsen,polpc,density,taxpc,west,central,urban,pctmin80,wcon,wtuc,wtrd,wfir,wser,wmfg,wfed,wsta,wloc,mix,pctymle,d82,d83,d84,d85,d86,d87
37,83,0.01903,0.30711,0.359606,0.369863,8.97,0.001123,0.487288,21.782869,0,1,0,27.807899,194.46846,607.968262,189.485565,247.668991,176.025345,258.790009,403.519989,287.899994,235.729996,0.114671,0.079751,0,1,0,0,0,0
37,84,0.019615,0.303338,0.363636,0.407895,12.27,0.001253,0.495763,26.884539,0,1,0,27.807899,231.696014,340.702606,194.659286,261.1586,191.866623,260.809998,412.529999,306.200012,254.759995,0.118506,0.078588,0,0,1,0,0,0
37,85,0.020701,0.371547,0.356877,0.53125,6.53,0.001229,0.5,28.968946,0,1,0,27.807899,249.681259,366.876312,204.165802,262.780701,198.866043,264.779999,429.01001,334.459991,282.730011,0.171521,0.077043,0,0,0,1,0,0
37,86,0.025281,0.336689,0.451827,0.154412,6.78,0.001273,0.508475,30.380564,0,1,0,27.807899,270.918457,432.97345,212.390121,288.461548,209.257553,280.190002,459.76001,357.380005,304.779999,0.109181,0.074234,0,0,0,0,1,0
37,87,0.022602,0.321867,0.385496,0.316832,8.69,0.001305,0.512712,34.702477,0,1,0,27.807899,307.278015,462.440796,227.785843,305.654602,231.361511,321.899994,460.619995,393.290009,321.529999,0.081009,0.071541,0,0,0,0,0,1
39,81,0.015813,0.291803,0.280899,0.4,10.71,0.001141,0.426991,21.250217,1,0,0,3.94549,197.847427,265.688263,150.175201,208.333328,142.572937,196.669998,299.339996,226.259995,184,0.239837,0.072731,0,0,0,0,0,0
39,82,0.018813,0.258856,0.357895,0.441176,6.27,0.001128,0.431416,19.885599,1,0,0,3.94549,187.265915,342.465759,147.355072,228.48439,187.800476,194.529999,309.730011,244.539993,197,0.176282,0.072361,1,0,0,0,0,0
39,83,0.016894,0.3003,0.43,0.348837,20.98,0.001167,0.433628,20.483606,1,0,0,3.94549,201.6129,3041.958008,156.949051,252.525253,174.249146,228.990005,310.420013,248.380005,297.410004,0.168421,0.072017,0,1,0,0,0,0
39,84,0.014225,0.299296,0.458824,0.512821,5.84,0.001002,0.442478,22.246201,1,0,0,3.94549,222.504761,423.076935,162.207352,260.416656,225.440628,229.119995,336.720001,259.980011,211.660004,0.168724,0.071686,0,0,1,0,0,0
39,85,0.013059,0.286822,0.783784,0.258621,9.44,0.001114,0.446903,23.388628,1,0,0,3.94549,225.841782,397.877991,166.687241,259.29126,222.265167,257.850006,270.119995,263.75,231.880005,0.136564,0.071231,0,0,0,1,0,0
39,86,0.011308,0.20354,1.06522,0.44898,7.78,0.001001,0.449115,28.140093,1,0,0,3.94549,235.608765,420.673065,168.646805,294.525299,230.015076,259.200012,380.299988,281.399994,241.619995,0.153061,0.070485,0,0,0,0,1,0
39,87,0.011915,0.308333,0.972973,0.291667,11.58,0.001192,0.462389,27.27564,1,0,0,3.94549,277.557495,390.189514,180.063385,295.858002,246.015244,270.779999,397.329987,313.059998,239.169998,0.137441,0.069733,0,0,0,0,0,1
41,81,0.036536,0.389247,0.243094,0.659091,13.03,0.001729,0.692308,28.298841,0,0,0,42.642101,181.708054,287.026398,218.146393,226.244339,185.916809,223.070007,397.220001,243.199997,212.669998,0.107143,0.078085,0,0,0,0,0,0
41,82,0.030454,0.423469,0.39759,0.560606,5.95,0.001709,0.692308,28.940182,0,0,0,42.642101,182.360748,299.145294,210.995895,201.252243,197.085526,228.889999,405.730011,272.23999,232.649994,0.116809,0.075464,1,0,0,0,0,0
41,83,0.022067,0.463415,0.496241,0.333333,6.44,0.001768,0.697802,27.893433,0,0,0,42.642101,195.3125,1491.081421,189.649063,230.769226,195.946701,267.350006,426.01001,290.549988,221.75,0.074906,0.072881,0,1,0,0,0,0
41,84,0.015894,0.463415,0.536842,0.45098,6.15,0.001706,0.714286,30.958954,0,0,0,42.642101,218.221497,343.86145,203.491989,227.460709,197.036575,277.279999,437.440002,300.26001,239.399994,0.090426,0.070343,0,0,1,0,0,0
41,85,0.012524,0.549383,0.651685,0.5,4.69,0.001624,0.725275,31.85906,0,0,0,42.642101,223.919922,329.670319,199.407822,226.244339,208.037338,295.820007,438.809998,335.899994,265.829987,0.08,0.068061,0,0,0,1,0,0
41,86,0.0247,0.332308,0.25,0.555556,7.26,0.001748,0.736264,39.990536,0,0,0,42.642101,248.868774,361.480621,220.335693,194.250198,217.282715,322.899994,432.25,375.299988,281.079987,0.069079,0.065738,0,0,0,0,1,0
41,87,0.025771,0.307246,0.45283,0.520833,17.41,0.001494,0.741758,41.769287,0,0,0,42.642101,256.410248,379.000549,238.558914,271.739136,232.591599,332.070007,451.839996,389.98999,312.049988,0.098726,0.063555,0,0,0,0,0,1
45,81,0.034485,0.21688,0.457735,0.425087,10.99,0.001157,1.790598,21.063356,0,1,0,21.749901,192.828857,333.522552,192.948486,231.839264,214.270416,257.309998,395.839996,246.380005,226.330002,0.23547,0.087757,0,0,0,0,0,0
45,82,0.031973,0.219476,0.327731,0.533333,8.27,0.001144,1.792735,25.029263,0,1,0,21.749901,218.88681,346.436646,196.443344,235.416412,241.972748,267.440002,389.649994,261.179993,234.449997,0.194799,0.086722,1,0,0,0,0,0
45,83,0.035111,0.229739,0.278426,0.502618,7.5,0.001141,1.790598,21.458189,0,1,0,21.749901,224.550903,1456.216797,201.127914,248.138962,257.369873,290.779999,409.200012,249.320007,239.190002,0.093807,0.085716,0,1,0,0,0,0
45,84,0.037638,0.238544,0.364474,0.516245,11.19,0.001181,1.814103,23.509935,0,1,0,21.749901,246.831711,364.646637,215.133621,257.608429,270.29422,304.420013,433.100006,287.700012,262.890015,0.08515,0.084692,0,0,1,0,0,0
45,85,0.03854,0.215789,0.321377,0.53125,9.04,0.001181,1.84188,26.959034,0,1,0,21.749901,260.838562,361.679596,224.425949,273.082672,275.702423,316.279999,440.140015,319.850006,286.450012,0.091954,0.083523,0,0,0,1,0,0
45,86,0.031275,0.278193,0.302013,0.56,9.76,0.001191,1.839744,27.906754,0,1,0,21.749901,283.787384,386.925385,239.863174,285.790588,285.065552,340.309998,435.660004,343.450012,306.459991,0.08641,0.081822,0,0,0,0,1,0
45,87,0.036281,0.202627,0.450567,0.47482,8.96,0.001215,1.844017,30.849003,0,1,0,21.749901,318.380798,403.055847,248.775864,301.86322,293.114838,367.420013,463.369995,352.350006,320.820007,0.085949,0.080135,0,0,0,0,0,1
47,81,0.031919,0.302526,0.368635,0.458564,8.54,0.001908,0.550107,22.281441,0,0,0,33.403198,208.635696,237.51149,165.285858,246.418045,178.368927,279.079987,339.649994,198.550003,216.639999,0.100339,0.085843,0,0,0,0,0,0
47,82,0.030521,0.336927,0.538,0.371747,6.68,0.001892,0.547974,24.943903,0,0,0,33.403198,252.450256,260.329193,171.149796,278.29895,196.418777,300.649994,352.850006,208,212.509995,0.083212,0.083935,1,0,0,0,0,0
47,83,0.029127,0.210342,0.647841,0.328205,6.37,0.001934,0.550107,24.602989,0,0,0,33.403198,281.323486,2459.749512,182.109558,298.408478,204.953781,322.059998,366.040009,211.039993,233.850006,0.08327,0.081979,0,1,0,0,0,0
47,84,0.029645,0.178862,0.579545,0.385621,5.41,0.001908,0.553305,27.247139,0,0,0,33.403198,310.741089,317.572327,172.809753,321.629578,210.496201,338.100006,372.269989,242.869995,253.389999,0.099032,0.080099,0,0,1,0,0,0
47,85,0.029345,0.235624,0.625,0.385714,6.6,0.002017,0.555437,29.401289,0,0,0,33.403198,325.899597,314.521942,174.394104,343.053162,206.721283,355.709991,395.269989,259.220001,280.850006,0.127273,0.078142,0,0,0,1,0,0
47,86,0.031931,0.188847,0.691275,0.34466,7.75,0.001922,0.557569,31.477591,0,0,0,33.403198,390.9263,335.90863,185.112106,409.303528,223.94603,367.420013,418.089996,385.440002,289.390015,0.124733,0.076005,0,0,0,0,1,0
47,87,0.031362,0.182927,0.763333,0.270742,7.79,0.001281,0.563966,32.660496,0,0,0,33.403198,367.828583,342.572418,194.677689,352.613495,256.410248,355.829987,426.559998,313.709991,313.839996,0.124058,0.07381,0,0,0,0,0,1
49,81,0.035938,0.270776,0.309798,0.432558,16.889999,0.001192,1.024251,21.034403,0,0,0,29.9072,234.078613,264.282501,173.218323,237.416901,231.319992,244.389999,409.709991,195.809998,228.889999,0.1,0.13948,0,0,0,0,0,0
49,82,0.03611,0.310412,0.340426,0.408088,10.25,0.001347,1.048502,21.567574,0,0,0,29.9072,238.114456,291.87912,178.846161,256.909119,254.351227,264.049988,406.029999,224.440002,204.410004,0.125547,0.135914,1,0,0,0,0,0
49,83,0.035929,0.272624,0.315278,0.418502,8.95,0.001483,1.064194,24.67342,0,0,0,29.9072,239.103699,950.486267,180.354004,262.045654,276.207825,273.170013,414.170013,212.160004,228.070007,0.10641,0.132462,0,1,0,0,0,0
49,84,0.031902,0.326141,0.361323,0.40493,9.18,0.001509,1.095578,26.801064,0,0,0,29.9072,256.096039,334.529419,189.223572,274.725281,286.96402,277.149994,426.829987,223.210007,239.639999,0.121452,0.129135,0,0,1,0,0,0
49,85,0.030183,0.322888,0.398031,0.392226,9.8,0.001535,1.132668,27.059689,0,0,0,29.9072,272.194305,352.787781,194.648209,282.340851,296.524323,308.929993,453.119995,245.360001,259.390015,0.103206,0.12616,0,0,0,1,0,0
49,86,0.032015,0.253112,0.462295,0.375887,4.36,0.001475,1.14408,32.373177,0,0,0,29.9072,284.727417,387.299652,203.729828,299.844513,290.987885,344.290009,464.279999,258.23999,277.890015,0.09446,0.124189,0,0,0,0,1,0
49,87,0.037498,0.26442,0.371879,0.35689,8.7,0.001485,1.14408,39.230484,0,0,0,29.9072,292.832153,406.504059,212.485092,312.695435,304.306641,375.320007,474.299988,297.690002,290.480011,0.106923,0.122245,0,0,0,0,0,1
51,81,0.06309,0.201316,0.262496,0.481437,12.03,0.001425,3.7793,24.877867,0,0,1,37.779202,212.444992,278.262512,171.819672,236.33374,197.224655,301.959991,329.869995,262.070007,226.770004,0.11463,0.162408,0,0,0,0,0,0
51,82,0.062867,0.223799,0.257295,0.417666,9.44,0.001488,3.7793,23.158476,0,0,1,37.779202,221.804626,301.391602,177.544434,250.69548,212.503433,329.100006,353.809998,286.859985,245.699997,0.101847,0.158548,1,0,0,0,0,0
51,83,0.060056,0.214351,0.27041,0.417508,7.83,0.001438,3.817352,25.42798,0,0,1,37.779202,229.062744,1110.032471,187.601471,265.916443,225.546066,362.25,372.149994,289.230011,251.240005,0.108771,0.154737,0,1,0,0,0,0
51,84,0.059176,0.1901,0.322122,0.449946,11.23,0.001455,3.866058,27.709476,0,0,1,37.779202,236.650345,336.686401,191.919067,277.687286,236.013016,391.470001,394.140015,302.839996,271.619995,0.115351,0.150976,0,0,1,0,0,0
51,85,0.071239,0.171519,0.308015,0.413636,9.5,0.001659,3.888889,31.271444,0,0,1,37.779202,248.245728,357.412018,198.362473,297.118591,241.94809,398.059998,403.959991,330.910004,292.630005,0.096649,0.147533,0,0,0,1,0,0
51,86,0.070421,0.166131,0.275701,0.424939,10.88,0.001496,3.913242,32.44891,0,0,1,37.779202,252.110687,379.933105,210.370956,316.796082,250.14473,414.079987,421.950012,357.589996,318.429993,0.139733,0.144875,0,0,0,0,1,0
51,87,0.088385,0.155248,0.259833,0.407628,11.93,0.001908,3.934551,35.699364,0,0,1,37.779202,283.669495,412.472046,213.75238,324.835724,257.334442,441.720001,433.940002,367.339996,333.709991,0.104743,0.142238,0,0,0,0,0,1
53,81,0.019667,0.252252,1.21429,0.176471,13.22,0.000886,0.441406,24.307655,0,0,0,17.909599,189.933517,186.104218,162.972626,200.320511,160.256409,148.789993,258.309998,248.559998,195.860001,0.04717,0.091046,0,0,0,0,0,0
53,82,0.01997,0.184211,0.690476,0.241379,7.43,0.000963,0.457031,24.728239,0,0,0,17.909599,203.962708,153.846161,174.82518,219.780212,203.402374,101.830002,277.98999,262.470001,191.429993,0.065421,0.090722,1,0,0,0,0,0
53,83,0.022278,0.217899,0.642857,0.194444,6.98,0.000867,0.488281,28.016895,0,0,0,17.909599,194.46846,1923.076904,166.989868,202.429153,183.150177,129.110001,288.75,270.720001,200.990005,0.019841,0.09038,0,1,0,0,0,0
53,84,0.013887,0.228916,0.921053,0.371429,7.89,0.00092,0.503906,34.981583,0,0,0,17.909599,226.244339,213.675217,190.575195,320.512817,186.104218,178.100006,298.950012,294.329987,213.610001,0.024691,0.08968,0,0,1,0,0,0
53,85,0.017085,0.159091,1.05714,0.378378,5.97,0.000854,0.503906,39.179146,0,0,0,17.909599,238.257324,192.307693,187.236694,262.237762,226.244339,184.330002,329.829987,331.519989,247.139999,0.037736,0.089068,0,0,0,1,0,0
53,86,0.013805,0.337079,0.5,0.333333,8.92,0.000931,0.523438,44.584538,0,0,0,17.909599,236.443878,248.138962,200.320511,252.206818,203.619904,271.809998,348.799988,366.630005,267.320007,0.072289,0.086752,0,0,0,0,1,0
53,87,0.014066,0.303191,0.140351,0.25,11.96,0.001122,0.535156,50.381393,0,0,0,17.909599,266.450409,202.429153,219.780212,305.944061,223.85022,250.419998,371.790009,383.720001,296.640015,0.08046,0.084763,0,0,0,0,0,1
55,81,0.03975,0.143426,0.944444,0.367647,7.47,0.003246,0.360614,48.84256,0,0,0,6.49622,209.444016,228.032837,139.927094,177.856827,145.20813,206.690002,322.119995,256.040009,215.210007,0.052411,0.083546,0,0,0,0,0,0
55,82,0.046739,0.164154,0.561224,0.454545,15.09,0.003288,0.375959,52.220863,0,0,0,6.49622,225.546066,288.072266,140.314026,187.617264,150.155579,219.270004,294.25,295.190002,225.580002,0.024014,0.083038,1,0,0,0,0,0
55,83,0.053084,0.134307,0.543478,0.34,9.44,0.003332,0.391304,59.8843,0,0,0,6.49622,226.75737,1617.541382,142.861679,200.088928,154.663239,229.119995,326.859985,295.609985,240.649994,0.044207,0.082558,0,1,0,0,0,0
55,84,0.050435,0.180501,0.335766,0.26087,10.89,0.00299,0.414322,76.228523,0,0,0,6.49622,252.712036,359.453644,153.622696,201.40332,166.433563,252.830002,344.459991,307.399994,259.980011,0.067511,0.082268,0,0,1,0,0,0
55,85,0.063523,0.202885,0.241706,0.490196,8.17,0.003604,0.442455,85.930008,0,0,0,6.49622,265.163208,387.780945,152.163696,225.507385,181.643463,265.829987,323.959991,335.630005,241.740005,0.098205,0.081198,0,0,0,1,0,0
55,86,0.074755,0.257564,0.253012,0.25,11.77,0.00406,0.478261,97.362495,0,0,0,6.49622,294.795013,401.217499,161.909454,278.560883,202.207428,281.26001,365.940002,347.100006,311.23999,0.131694,0.078521,0,0,0,0,1,0
55,87,0.079016,0.224628,0.207831,0.304348,13.57,0.00401,0.511509,119.761452,0,0,0,6.49622,309.523804,445.276215,189.743591,284.593292,221.390335,319.209991,338.910004,361.679993,326.079987,0.084373,0.076138,0,0,0,0,0,1
57,81,0.036801,0.205165,0.533487,0.41342,10.44,0.001378,2.087591,19.242199,0,1,0,10.9957,228.187119,303.970215,179.618713,230.175232,204.695404,234.720001,395.980011,206.779999,216.770004,0.101226,0.085526,0,0,0,0,0,0
57,82,0.031248,0.281931,0.52544,0.376164,8.53,0.001345,2.104015,18.173897,0,1,0,10.9957,256.295593,331.928345,185.376236,245.261978,212.635071,237.270004,416.709991,226.479996,230.940002,0.07312,0.084959,1,0,0,0,0,0
57,83,0.029082,0.275154,0.47548,0.376682,10.77,0.001305,2.114964,20.023771,0,1,0,10.9957,237.357101,1024.336182,195.356247,261.089264,222.396652,265.679993,425.329987,246.119995,235.610001,0.063983,0.084396,0,1,0,0,0,0
57,84,0.025832,0.29059,0.489168,0.30303,9.18,0.001352,2.144161,23.668156,0,1,0,10.9957,243.99202,387.667877,207.79071,281.086487,228.937729,282.140015,445.25,257.01001,254.889999,0.060436,0.083849,0,0,1,0,0,0
57,85,0.02599,0.303672,0.48366,0.326577,7.41,0.001341,2.164234,27.029949,0,1,0,10.9957,277.583282,389.053253,215.644974,297.225891,232.191269,294.359985,477,284.730011,280.820007,0.067443,0.082896,0,0,0,1,0,0
57,86,0.027782,0.291425,0.522513,0.330661,7.85,0.001382,2.20073,27.084394,0,1,0,10.9957,308.270996,393.850494,224.72438,317.423553,242.838837,314.380005,467.130005,308.709991,295.890015,0.067079,0.080787,0,0,0,0,1,0
57,87,0.030022,0.222002,0.736909,0.320624,10.47,0.001362,2.251825,28.591993,0,1,0,10.9957,324.608826,418.638031,225.529556,338.569885,261.351227,324.670013,496.070007,325.149994,314.01001,0.074977,0.07873,0,0,0,0,0,1
59,81,0.018394,0.257642,0.601695,0.56338,8.7,0.001044,0.951311,22.164524,0,1,0,10.8704,173.772018,259.462769,196.502701,213.675217,195.177963,242.479996,373.109985,249.160004,226.759995,0.085308,0.07949,0,0,0,0,0,0
59,82,0.016081,0.209877,0.729412,0.387097,9.93,0.000993,0.970037,24.362957,0,1,0,10.8704,196.232346,259.875275,203.512299,264.423065,207.604889,239.169998,347.890015,269.019989,235.100006,0.057441,0.079831,1,0,0,0,0,0
59,83,0.015954,0.23399,0.789474,0.333333,6.34,0.001061,0.992509,25.112328,0,1,0,10.8704,223.613602,509.355499,203.302628,281.425903,219.01709,253.610001,356.190002,273.959991,246.080002,0.074074,0.080259,0,1,0,0,0,0
59,84,0.016023,0.301176,0.554688,0.323944,9.16,0.001093,1.007491,28.474876,0,1,0,10.8704,243.533752,305.944061,214.780045,282.28653,250.836121,275.940002,369.01001,294.769989,244.460007,0.07868,0.080569,0,0,1,0,0,0
59,85,0.015924,0.231651,1.22772,0.241935,11.69,0.000877,1.037453,30.286869,0,1,0,10.8704,265.01767,290.745972,214.255859,262.780701,264.038025,292.929993,416.470001,317.98999,267.98999,0.071253,0.080387,0,0,0,1,0,0
59,86,0.019329,0.796262,0.13615,0.431034,8.71,0.001048,1.011236,33.378101,0,1,0,10.8704,273.855896,319.933228,212.180984,289.017334,283.605286,300.929993,408.440002,346.160004,290.359985,0.07,0.079029,0,0,0,0,1,0
59,87,0.023333,0.227753,0.622517,0.425532,6.5,0.001197,1.026217,41.071941,0,1,0,10.8704,280.898865,335.459015,210.336533,317.307678,316.664459,316.570007,428.329987,388.920013,307.25,0.116162,0.077569,0,0,0,0,0,1
61,81,0.024806,0.1917,0.912371,0.39548,8.94,0.00125,0.498168,22.061857,0,0,0,34.9995,176.429077,251.382599,165.415573,226.777939,176.230515,189.679993,350.880005,233.229996,195.850006,0.103599,0.086159,0,0,0,0,0,0
61,82,0.022508,0.279781,0.628906,0.447205,7.72,0.001328,0.50061,21.364241,0,0,0,34.9995,174.82518,280.18338,179.423553,239.316238,188.536957,196.839996,365.380005,267.140015,223.949997,0.121324,0.084495,1,0,0,0,0,0
61,83,0.017748,0.411523,0.546667,0.481707,10.13,0.001534,0.501831,22.142092,0,0,0,34.9995,180.288467,2547.121826,187.708832,246.548325,183.918427,215.300003,378.820007,252.559998,202.699997,0.135303,0.082774,0,1,0,0,0,0
61,84,0.016992,0.396527,0.547445,0.4,8.36,0.001377,0.507937,25.961905,0,0,0,34.9995,190.355331,287.212799,192.758057,279.720276,183.753647,224.449997,395.649994,267.309998,234.119995,0.129085,0.08113,0,0,1,0,0,0
61,85,0.017939,0.495924,0.454795,0.391566,9.64,0.001365,0.507937,31.690891,0,0,0,34.9995,226.44928,309.757355,202.986557,293.040283,186.846039,240.669998,424.630005,294.630005,276,0.128834,0.079432,0,0,0,1,0,0
61,86,0.021563,0.343537,0.640264,0.350515,12.3,0.001491,0.509158,30.519039,0,0,0,34.9995,235.286743,331.125824,213.483917,322.190887,194.708206,251.949997,429.309998,310.540009,294.640015,0.143969,0.077593,0,0,0,0,1,0
61,87,0.023368,0.398119,0.493438,0.361702,8.77,0.001416,0.507937,32.599609,0,0,0,34.9995,244.200241,308.515015,214.220306,327.121338,203.886429,266.579987,414.839996,333.459991,308.049988,0.167073,0.075799,0,0,0,0,0,1
63,81,0.081302,0.157454,0.270823,0.388679,16.18,0.002231,5.177852,40.773842,0,1,1,38.223,240.016495,348.340973,184.637436,261.185181,267.161072,407.450012,413.109985,280.269989,232.860001,0.058869,0.102325,0,0,0,0,0,0
63,82,0.078586,0.155625,0.313591,0.394604,12.6,0.002458,5.214765,29.889257,0,1,1,38.223,260.346375,377.200348,195.149963,286.055695,294.258118,449.769989,450.059998,300.059998,260.089996,0.060204,0.101021,1,0,0,0,0,0
63,83,0.076082,0.140742,0.349671,0.417094,9.77,0.002592,5.2651,31.954966,0,1,1,38.223,267.313324,773.107056,207.29158,305.141296,313.011047,487.809998,467.540009,313.190002,303.570007,0.064285,0.099737,0,1,0,0,0,0
63,84,0.073959,0.12898,0.405121,0.465154,11.82,0.002706,5.345638,34.558224,0,1,1,38.223,280.419067,423.906738,2242.747314,321.030121,329.885529,526.280029,502.649994,334.119995,303.51001,0.068887,0.098501,0,0,1,0,0,0
63,85,0.070302,0.142794,0.519003,0.40096,10.09,0.00232,5.426175,40.895287,0,1,1,38.223,301.699799,445.965088,235.263412,337.412598,348.492645,551.960022,522.320007,368.769989,322.549988,0.082539,0.097263,0,0,0,1,0,0
63,86,0.06906,0.113018,0.509539,0.424337,11.36,0.002376,5.563758,43.384884,0,1,1,38.223,327.688477,462.207947,233.977264,371.069092,367.540192,593.469971,544.799988,397.51001,356.929993,0.075979,0.095965,0,0,0,0,1,0
63,87,0.07066,0.133225,0.459216,0.363636,11.51,0.002376,5.674497,50.199181,0,1,1,38.223,349.32666,548.986511,238.915436,435.110718,391.308075,646.849976,563.77002,415.51001,362.579987,0.075854,0.09469,0,0,0,0,0,1
65,81,0.054168,0.130332,0.524675,0.480198,9.62,0.001027,1.118577,20.512094,0,0,0,51.693199,254.10968,331.15448,170.81543,229.081268,162.692566,250.330002,455.670013,239.860001,235.539993,0.124905,0.090542,0,0,0,0,0,0
65,82,0.052468,0.158604,0.566449,0.538462,7.41,0.001015,1.126482,25.105597,0,0,0,51.693199,296.735901,383.541046,179.699722,242.065628,167.990219,251.070007,452.369995,253.539993,260.700012,0.111794,0.0883,1,0,0,0,0,0
65,83,0.04588,0.15526,0.397985,0.462025,8.79,0.000987,1.132411,22.407745,0,0,0,51.693199,293.522278,271.037689,185.109009,245.025238,180.324814,266.480011,478.73999,258.450012,264.119995,0.095585,0.086113,0,1,0,0,0,0
65,84,0.048133,0.135991,0.646575,0.580508,11.03,0.001058,1.144269,24.445187,0,0,0,51.693199,312.618408,456.031677,187.159073,267.495667,197.995972,276.769989,493.529999,282.019989,251.860001,0.113693,0.083978,0,0,1,0,0,0
65,85,0.060342,0.311758,0.140317,0.38914,8.21,0.000657,1.156126,26.380831,0,0,0,51.693199,302.329254,477.289001,192.886353,289.184509,203.930679,296.390015,516.890015,328.549988,284.48999,0.12167,0.081683,0,0,0,1,0,0
65,86,0.063644,0.286722,0.141192,0.426606,9.77,0.00065,1.166008,29.067711,0,0,0,51.693199,339.093262,518.134705,203.656998,296.945709,208.199234,304.619995,494.720001,317.950012,307.980011,0.123279,0.078951,0,0,0,0,1,0
65,87,0.06588,0.28733,0.154452,0.403922,9.84,0.001857,1.167984,30.628244,0,0,0,51.693199,362.15274,540.10614,209.057892,316.295532,216.458893,313.709991,543.030029,348.880005,329.160004,0.093643,0.076223,0,0,0,0,0,1
67,81,0.061914,0.185028,0.288693,0.529988,10.01,0.001737,6.002427,29.382101,0,1,1,25.6546,152.827301,232.09549,151.468674,236.686386,161.030594,198.339996,346.679993,267.429993,207.679993,0.135824,0.088833,0,0,0,0,0,0
67,82,0.062311,0.20316,0.289915,0.644493,8.08,0.001969,6.065534,30.127092,0,1,1,25.6546,147.929001,298.408478,157.455246,23.022753,172.307693,203.919998,367.649994,287.929993,231.160004,0.166392,0.08695,1,0,0,0,0,0
67,83,0.059357,0.205525,0.294805,0.5837,7.18,0.001984,6.126214,31.144274,0,1,1,25.6546,167.71019,300.480774,146.116135,206.611572,187.850235,217.070007,363.839996,296.350006,237.889999,0.171697,0.085111,0,1,0,0,0,0
67,84,0.051856,0.220271,0.297982,0.548794,8.97,0.001954,6.184466,34.222794,0,1,1,25.6546,181.422348,320.512817,163.140198,234.113708,195.982361,230.789993,383.119995,324.309998,252.910004,0.179451,0.083301,0,0,1,0,0,0
67,85,0.047579,0.222561,0.276769,0.519411,8.54,0.002005,6.28398,42.60989,0,1,1,25.6546,191.475189,349.65036,171.792648,249.750244,199.647675,239.009995,407.799988,344.350006,276.600006,0.218794,0.081342,0,0,0,1,0,0
67,86,0.057354,0.201052,0.266018,0.503153,8.63,0.002008,6.330097,38.392445,0,1,1,25.6546,195.199539,357.142853,183.230225,270.095062,204.690186,256.049988,426.100006,372.160004,294.470001,0.245548,0.078876,0,0,0,0,1,0
67,87,0.061418,0.217215,0.248276,0.488426,10.57,0.002177,6.427185,45.899872,0,1,1,25.6546,206.552704,379.554657,189.18074,278.035217,230.498062,275.720001,419.070007,400.589996,313.549988,0.219997,0.07648,0,0,0,0,0,1
69,81,0.015128,0.43018,0.628272,0.475,13.26,0.00109,0.615385,18.401991,0,1,0,42.322399,253.095383,438.17627,199.589813,323.446259,251.983719,379.820007,433.75,265.970001,261.049988,0.150259,0.095072,0,0,0,0,0,0
69,82,0.012566,0.466488,0.747126,0.353846,11.59,0.001011,0.623482,19.213594,0,1,0,42.322399,271.723206,468.547119,209.638412,342.8461,27.232641,409.519989,449.570007,281.440002,277.529999,0.140673,0.092877,1,0,0,0,0,0
69,83,0.01407,0.469194,1.06061,0.252381,9.47,0.001034,0.631579,25.011318,0,1,0,42.322399,278.7948,494.476166,217.189362,373.225861,282.869843,447.019989,474.290009,291.070007,288.149994,0.172222,0.090761,0,1,0,0,0,0
69,84,0.012961,0.492386,0.438144,0.505882,7.05,0.001086,0.643725,24.617897,0,1,0,42.322399,301.264313,477.397491,234.024872,397.175385,304.724701,493.859985,502.160004,306.26001,304.559998,0.168639,0.088698,0,0,1,0,0,0
69,85,0.012308,0.386301,0.929078,0.381679,8.6,0.001113,0.663968,27.382723,0,1,0,42.322399,317.75354,474.148315,245.430145,417.717529,311.380035,484.339996,512.909973,337.23999,349.25,0.06414,0.08661,0,0,0,1,0,0
69,86,0.01668,0.304833,0.817073,0.335821,10.28,0.001023,0.692308,29.94595,0,1,0,42.322399,355.63559,472.17923,254.902695,445.742798,324.586578,521.059998,500.609985,361.109985,352.589996,0.106996,0.084169,0,0,0,0,1,0
69,87,0.017316,0.283505,0.739394,0.418033,9.1,0.001071,0.712551,35.376419,0,1,0,42.322399,372.16217,508.203522,266.779449,466.001587,347.660889,560.780029,516.049988,381.029999,388.089996,0.079777,0.081819,0,0,0,0,0,1
71,81,0.057831,0.200021,0.304737,0.42487,11.54,0.00179,4.616247,27.813208,0,1,0,13.315,220.221771,419.021271,191.195282,238.620621,226.588058,251.270004,418.820007,251.929993,224.589996,0.074548,0.085105,0,0,0,0,0,0
71,82,0.067442,0.179522,0.245524,0.475,7.82,0.001957,4.661065,22.594877,0,1,0,13.315,219.780212,459.092651,199.234344,256.410248,234.887085,257.209991,433.23999,260.26001,241.610001,0.048527,0.08429,1,0,0,0,0,0
71,83,0.060989,0.162985,0.355817,0.483478,8.86,0.001987,4.680672,26.163515,0,1,0,13.315,227.620834,489.086182,208.166275,268.020355,247.391434,291.410004,468.559998,270.640015,243.320007,0.057487,0.083498,0,1,0,0,0,0
71,84,0.058578,0.168659,0.284676,0.468085,7.53,0.001909,4.739496,27.771448,0,1,0,13.315,239.129639,506.31488,220.919357,291.148102,255.755234,305.630005,494.119995,293.899994,256.440002,0.070304,0.082701,0,0,1,0,0,0
71,85,0.057181,0.219947,0.274481,0.528998,9.16,0.001911,4.817927,28.144894,0,1,0,13.315,250.418823,516.098999,224.353699,315.855957,264.256531,316.649994,503.51001,314.950012,295.290009,0.081841,0.081815,0,0,0,1,0,0
