year,wage,belavg,abavg,avg,exper,looks,union,goodhealth,black,female,marries,south,bigcity,smllcity,service,edu
1977,17.49,0,1,0,23,4,0,1,0,0,1,0,0,0,0,13
1977,3.89,0,0,1,7,3,0,1,0,0,0,1,0,1,1,13
1977,16.14,0,0,1,23,3,1,1,0,0,1,0,0,0,0,10
1977,18.32,0,0,1,25,3,0,1,0,0,1,0,0,1,0,13
1977,10.42,0,0,1,28,3,1,0,0,0,1,0,0,1,0,8
1977,24.73,0,0,1,36,3,0,1,0,0,1,0,1,0,0,12
1977,7.61,0,0,1,14,3,0,1,0,0,1,0,0,0,0,13
1977,10,0,1,0,41,4,0,1,0,0,1,0,0,1,0,17
1977,1.68,0,0,1,15,3,0,1,0,0,1,0,0,0,0,10
1977,5.1,0,1,0,34,4,0,0,1,0,1,0,0,1,1,17
1977,7.72,0,0,1,20,3,0,1,0,0,1,0,0,1,0,16
1977,13.46,0,1,0,20,4,0,1,0,0,1,1,1,0,0,16
1977,17.48,0,1,0,35,4,0,1,0,0,1,0,1,0,0,17
1977,1.92,0,0,1,25,3,0,1,1,0,1,0,0,0,0,10
1977,5.09,0,1,0,38,4,0,1,0,0,1,0,0,1,0,13
1977,6.37,0,0,1,16,3,0,1,0,1,0,0,1,0,0,17
1977,5.45,1,0,0,6,2,0,1,0,0,0,0,1,0,0,16
1977,3.82,0,0,1,14,3,0,1,0,0,1,0,0,0,0,13
1977,20.86,0,1,0,34,4,0,1,0,0,1,0,0,1,0,8
1977,6.2,0,1,0,8,4,0,1,0,0,0,0,0,1,1,17
1977,26.22,0,0,1,17,3,0,1,0,0,1,0,1,0,1,17
1977,2.5,0,0,1,27,3,0,1,0,0,1,0,0,1,1,12
1977,8.1,0,0,1,13,3,0,1,0,0,0,1,0,1,0,13
1977,6.21,0,0,1,42,3,0,1,0,0,1,0,0,1,0,12
1977,5.24,0,1,0,11,4,0,1,0,0,1,0,0,1,0,16
1977,5.57,0,1,0,12,4,0,1,0,0,1,0,0,0,0,12
1977,7.6,0,1,0,43,4,0,1,0,0,1,0,0,1,0,12
1977,17.49,0,0,1,18,3,0,1,0,0,1,0,0,1,0,16
1977,10.1,0,0,1,17,3,0,1,0,0,0,0,0,1,0,16
1977,4.33,1,0,0,4,2,0,1,0,0,0,1,0,1,0,13
1977,5.38,0,1,0,40,4,0,1,0,0,1,0,0,0,0,12
1977,5.7,0,1,0,14,4,0,1,0,0,1,0,0,1,0,16
1977,15.73,0,0,1,32,3,0,1,0,0,1,0,1,0,0,12
1977,3.16,0,0,1,13,3,0,1,0,1,1,0,0,1,1,12
1977,7.63,0,0,1,34,3,1,0,0,0,0,0,0,1,0,13
1977,7.69,0,0,1,10,3,0,1,0,0,0,1,1,0,0,16
1977,3.57,0,0,1,25,3,0,1,0,0,0,0,0,1,0,10
1977,5.92,0,1,0,11,4,0,1,0,0,1,0,1,0,0,13
1977,13.12,0,0,1,40,3,0,1,0,0,1,0,0,1,0,13
1977,38.86,0,0,1,29,3,0,1,0,0,1,0,0,1,0,13
1977,1.92,0,0,1,30,3,0,0,0,1,0,0,0,1,0,13
1977,10.12,0,0,1,20,3,1,1,0,0,1,0,0,1,0,16
1977,12.82,0,1,0,12,4,0,1,0,0,1,1,0,0,0,16
1977,5.49,0,1,0,20,4,0,1,0,1,0,0,0,1,0,13
1977,14.79,0,0,1,29,3,0,1,0,0,1,0,0,1,0,17
1977,10.19,1,0,0,15,2,0,1,0,0,1,1,0,1,0,17
1977,2.11,0,0,1,37,3,1,1,0,1,0,0,1,0,0,10
1977,9.28,0,0,1,11,3,0,1,0,0,0,0,1,0,0,13
1977,5.33,0,1,0,19,4,0,1,0,0,1,0,0,1,0,13
1977,9.13,0,0,1,13,3,0,1,0,0,1,0,0,1,0,13
1977,9.89,0,0,1,41,3,0,1,0,0,1,0,0,1,0,10
1977,6.37,0,0,1,11,3,0,1,0,0,1,0,0,1,0,10
1977,4,0,0,1,26,3,0,1,0,1,0,0,0,1,0,12
1977,5.09,0,1,0,7,4,0,1,0,0,1,1,0,1,0,13
1977,5.13,0,1,0,21,4,0,1,0,0,1,1,0,0,0,12
1977,2.47,0,1,0,1,4,0,1,0,1,0,1,0,1,0,16
1977,3.29,0,0,1,26,3,0,1,0,1,1,0,1,0,0,10
1977,3.95,0,0,1,1,3,0,1,0,1,0,1,1,0,0,12
1977,3.04,0,0,1,12,3,0,1,0,1,1,0,0,1,0,12
1977,2.27,1,0,0,3,2,0,1,0,1,1,0,0,0,0,12
1977,3.34,0,0,1,5,3,0,1,0,1,1,0,1,0,0,12
1977,4.9,1,0,0,5,2,1,1,0,0,0,0,0,1,0,13
1977,7.21,0,0,1,6,3,0,1,0,0,1,1,0,1,0,14
1977,3.44,0,1,0,1,4,0,1,0,0,0,0,0,0,0,12
1977,2.4,0,1,0,6,4,0,1,0,1,1,0,0,0,0,12
1977,8.26,0,0,1,38,3,0,1,0,0,1,0,1,0,0,12
1977,10.68,0,0,1,38,3,0,1,0,0,1,0,0,1,0,12
1977,4.62,0,0,1,37,3,0,1,0,0,1,0,0,0,0,13
1977,7.55,0,1,0,26,4,0,1,0,0,1,0,0,1,0,13
1977,6.75,0,0,1,42,3,0,0,0,0,1,0,0,0,0,13
1977,7.69,0,0,1,42,3,0,1,0,0,1,1,0,1,0,12
1977,7.25,0,0,1,10,3,0,1,0,0,1,0,0,1,0,14
1977,8.74,0,1,0,16,4,0,1,0,0,1,0,0,1,0,12
1977,4.62,1,0,0,34,2,0,1,0,0,1,1,0,1,0,13
1977,3.33,1,0,0,17,2,0,1,0,0,0,0,0,0,0,12
1977,4.81,0,0,1,12,3,0,1,0,1,0,0,0,1,0,12
1977,4.58,0,0,1,24,3,0,1,0,0,1,0,0,1,0,12
1977,4.09,0,0,1,3,3,0,1,0,1,1,0,0,1,0,13
1977,1.83,0,1,0,3,4,0,0,0,1,0,0,0,0,0,13
1977,3.33,0,0,1,14,3,0,1,0,0,1,0,0,1,0,10
1977,4.72,0,0,1,3,3,0,0,0,1,0,0,0,0,0,12
1977,3.06,0,1,0,32,4,0,1,0,0,1,0,0,0,0,12
1977,4.95,0,1,0,9,4,0,1,0,0,1,1,0,1,0,13
1977,11.54,0,0,1,34,3,0,1,0,0,1,1,0,1,0,13
1977,5.63,0,0,1,5,3,0,1,0,0,1,0,0,1,0,14
1977,4.05,1,0,0,10,2,0,1,0,1,1,0,0,1,0,12
1977,1.16,0,1,0,2,4,0,1,0,1,0,1,0,1,0,13
1977,4.1,0,0,1,34,3,0,1,0,1,1,0,1,0,0,8
1977,2.46,0,0,1,17,3,0,1,0,1,1,0,0,0,0,12
1977,4.11,0,1,0,10,4,0,1,0,1,0,0,1,0,1,12
1977,6.11,0,0,1,44,3,0,1,0,1,1,0,0,0,0,13
1977,4.47,0,1,0,11,4,0,1,0,1,1,0,0,1,0,12
1977,4.62,0,1,0,3,4,0,1,0,1,0,0,1,0,0,12
1977,1.28,0,0,1,2,3,0,1,0,1,1,0,0,0,1,13
1977,4.4,0,1,0,25,4,0,1,0,1,0,0,0,0,0,12
1977,1.27,0,0,1,12,3,0,1,0,1,1,0,0,1,1,12
1977,3.95,0,1,0,10,4,0,1,0,1,0,0,0,0,0,12
1977,3.64,0,0,1,8,3,0,0,0,0,0,1,0,1,0,12
1977,3.75,0,1,0,5,4,0,1,0,1,0,0,0,1,0,14
1977,3.21,0,1,0,12,4,0,1,0,1,0,0,0,1,0,13
1977,2.63,0,0,1,6,3,0,1,0,1,1,0,0,1,1,13
1977,5.64,0,0,1,9,3,0,1,0,0,1,0,0,0,0,16
1977,3,0,1,0,2,4,0,1,0,1,0,0,1,0,0,12
1977,1.98,0,1,0,7,4,0,1,0,1,1,0,0,0,0,12
1977,4.81,0,0,1,26,3,0,1,0,1,0,0,0,0,0,12
1977,2.63,0,1,0,13,4,0,1,0,1,1,0,0,1,1,13
1977,3.16,0,0,1,27,3,0,1,0,1,1,0,0,1,0,12
1977,6.27,0,0,1,3,3,1,1,0,0,0,1,1,0,1,13
1977,4.05,0,0,1,8,3,0,1,0,1,0,0,0,1,0,13
1977,1.98,0,0,1,8,3,0,1,0,1,1,0,0,1,0,16
1977,2.18,0,1,0,2,4,0,1,0,1,1,0,0,1,0,12
1977,2.63,0,1,0,4,4,0,1,0,1,1,0,0,0,0,12
1977,2.43,0,1,0,1,4,0,1,0,1,0,0,0,1,0,10
1977,1.98,0,1,0,4,4,0,1,0,1,0,1,0,0,0,12
1977,4.09,0,1,0,5,4,0,1,0,1,1,1,0,0,0,12
1977,2.5,0,0,1,12,3,0,1,0,1,0,0,0,1,1,12
1977,2.51,0,1,0,4,5,0,1,0,1,0,0,1,0,0,12
1977,3.85,0,1,0,7,4,1,1,0,1,0,0,0,1,0,10
1977,5.13,0,1,0,5,4,0,1,0,0,0,1,0,1,0,12
1977,4.81,0,0,1,5,3,0,1,0,1,0,0,0,1,0,12
1977,4.81,0,1,0,3,4,0,1,0,0,0,0,0,1,1,13
1977,7.07,0,0,1,8,3,1,1,1,1,0,0,1,0,0,13
1977,2.31,0,1,0,3,4,0,1,0,1,0,0,0,1,1,13
1977,3.89,0,1,0,4,4,0,1,1,1,0,1,1,0,0,16
1977,1.98,1,0,0,25,2,0,1,0,1,0,0,1,0,0,12
1977,3.75,0,1,0,31,4,0,0,0,1,0,0,1,0,0,12
1977,1.25,0,1,0,5,4,0,1,0,1,1,0,0,0,0,12
1977,7.63,0,1,0,11,4,0,1,0,0,0,0,0,0,1,16
1977,6.54,0,0,1,8,3,0,1,1,1,0,1,0,1,0,13
1977,13.13,0,0,1,24,3,0,1,0,0,1,1,0,1,0,16
1977,4.4,0,1,0,3,5,0,1,0,1,0,0,0,1,0,13
1977,7.69,0,0,1,16,3,0,1,1,1,1,0,0,1,0,13
1977,3.85,0,0,1,7,3,0,1,0,0,1,0,0,1,0,10
1977,7.69,0,0,1,25,3,0,1,0,0,1,0,0,1,0,12
1977,5,0,0,1,19,3,0,1,0,0,0,1,0,1,0,13
1977,8.94,0,0,1,31,3,1,1,0,0,1,0,0,1,0,10
1977,5.09,0,1,0,7,5,0,1,0,1,0,0,1,0,0,17
1977,3.16,0,0,1,1,3,0,1,1,1,0,0,1,0,1,12
1977,10.58,0,0,1,21,3,0,1,0,0,1,0,0,1,0,13
1977,6.87,0,0,1,5,3,0,0,1,1,1,0,1,0,0,12
1977,2.14,0,1,0,4,4,0,1,1,1,0,0,1,0,0,13
1977,5.13,0,1,0,15,4,0,1,0,1,0,0,1,0,0,16
1977,1.95,1,0,0,10,2,1,1,0,1,1,0,0,1,1,13
1977,1.92,0,1,0,8,4,0,1,0,1,1,0,0,0,1,12
1977,2.65,0,0,1,18,3,0,1,0,1,1,0,0,1,1,13
1977,2.62,0,0,1,10,3,1,1,0,1,1,1,0,0,1,17
1977,7.91,0,1,0,6,4,1,1,0,1,0,0,0,1,0,13
1977,8.55,0,1,0,30,4,1,1,0,0,1,1,0,0,0,12
1977,8.44,0,1,0,19,4,1,1,0,1,0,0,1,0,0,13
1977,7.96,0,0,1,30,3,1,1,0,0,1,0,0,0,0,12
1977,7.21,0,1,0,38,4,0,0,1,0,0,0,1,0,0,12
1977,4.67,0,0,1,4,3,0,1,0,0,0,0,1,0,0,10
1977,4.28,0,1,0,7,4,0,1,0,1,0,0,0,1,1,13
1977,3.61,0,0,1,4,3,0,1,0,1,0,1,0,1,0,13
1977,1.92,0,0,1,2,3,0,1,0,1,0,0,0,1,0,14
1977,1.68,0,0,1,5,3,0,1,0,1,1,0,0,0,0,13
1977,4.46,0,0,1,21,3,0,1,0,1,1,0,0,1,0,12
1977,2.11,0,1,0,12,4,0,1,0,1,0,1,0,1,0,13
1977,3.81,0,1,0,4,5,0,1,0,0,1,0,0,1,0,12
1977,6.25,0,1,0,11,4,0,1,0,1,1,0,0,1,0,12
1977,3.08,0,0,1,5,3,0,1,1,1,0,0,0,1,0,13
1977,5.39,0,0,1,45,3,0,0,0,0,1,0,0,1,0,10
1977,7.33,0,1,0,31,4,1,0,0,0,1,0,0,0,0,13
1977,4.92,0,0,1,38,3,1,0,1,1,0,1,1,0,0,12
1977,9.89,0,0,1,35,3,1,1,1,0,0,0,1,0,0,10
1977,2.98,0,0,1,12,3,0,1,0,1,1,0,0,1,0,12
1977,2.92,0,1,0,12,4,0,1,0,1,0,0,0,0,1,12
1977,4.17,0,1,0,34,4,0,1,0,1,1,0,0,1,1,12
1977,3.34,1,0,0,20,2,0,1,1,1,0,0,0,1,0,13
1977,2.26,0,1,0,3,4,0,1,0,1,0,0,0,0,0,14
1977,10.12,0,0,1,18,3,0,1,0,1,0,0,0,1,1,13
1977,6.35,0,0,1,20,3,0,1,0,1,1,0,0,1,0,12
1977,7.8,0,0,1,6,3,0,1,1,1,0,0,1,0,1,13
1977,3.75,0,1,0,9,4,0,1,0,1,0,0,0,1,0,12
1977,3.59,0,1,0,3,4,0,1,0,1,1,0,0,1,0,12
1977,4.52,0,0,1,7,3,0,1,0,1,0,0,0,1,0,13
1977,4.47,0,0,1,12,3,0,1,0,1,1,0,0,1,0,12
1977,5.29,0,1,0,12,4,0,1,0,1,0,0,0,1,1,12
1977,5.29,0,1,0,10,4,0,1,0,1,0,1,0,1,1,13
1977,4.81,0,1,0,9,4,0,1,0,1,0,0,0,1,0,13
1977,1.98,1,0,0,3,2,0,1,0,1,1,0,0,0,1,14
1977,3.17,0,0,1,2,3,0,1,0,1,0,0,0,0,0,13
1977,2.88,0,1,0,40,4,0,1,0,1,1,0,1,0,1,12
1977,3.47,0,0,1,5,3,0,1,0,1,1,0,0,0,1,13
1977,3.92,1,0,0,15,2,0,1,0,1,1,0,0,0,0,12
1977,3.46,0,1,0,13,4,0,1,0,1,1,1,1,0,1,17
1977,4.95,0,1,0,10,5,0,1,1,1,0,0,1,0,0,14
1977,2.18,0,0,1,2,3,0,1,0,1,0,0,0,0,0,12
1977,4.1,0,1,0,23,4,0,1,0,1,0,0,0,1,0,12
1977,2.62,0,0,1,15,3,0,1,0,1,0,0,0,0,1,12
1977,6.59,0,0,1,30,3,0,1,0,1,0,0,0,1,0,13
1977,3.96,1,0,0,15,2,0,1,0,1,1,0,1,0,0,12
1977,4.81,0,0,1,11,3,0,1,0,1,0,0,0,1,0,13
1977,3.75,0,0,1,27,3,0,1,0,1,0,0,0,1,1,12
1977,7.34,0,0,1,9,3,1,1,0,1,0,0,1,0,0,12
1977,2.93,0,1,0,1,4,0,1,0,1,0,0,0,0,1,12
1977,3.47,0,0,1,15,3,0,1,0,1,0,0,0,1,1,12
1977,5.64,0,0,1,16,3,0,1,0,1,1,0,0,1,1,12
1977,3.75,0,0,1,3,3,0,1,0,1,0,0,0,0,1,13
1977,5.45,0,1,0,19,4,0,1,0,1,0,0,0,1,1,17
1977,4.09,0,1,0,18,4,0,0,0,1,0,1,1,0,0,13
1977,3.75,0,0,1,4,3,0,1,0,1,1,0,0,1,0,12
1977,6.73,0,1,0,14,4,0,1,0,1,1,0,0,1,0,12
1977,3.28,0,0,1,8,3,1,1,0,1,1,0,0,1,1,13
1977,3.57,0,1,0,10,4,0,1,0,1,0,0,0,1,0,12
1977,6.01,0,0,1,33,3,0,1,0,0,1,0,1,0,0,12
1977,4.62,0,0,1,9,3,0,1,0,0,1,0,0,1,0,10
1977,6.84,0,1,0,26,4,0,1,0,0,1,0,1,0,0,12
1977,6.41,0,0,1,15,3,0,1,0,1,1,0,0,0,0,10
1977,3.44,1,0,0,31,2,0,1,0,0,1,0,0,1,0,12
1977,3.85,0,0,1,22,3,1,1,0,0,1,1,0,1,0,10
1977,7.15,0,1,0,30,4,1,1,0,1,0,0,1,0,0,12
1977,4.05,0,0,1,3,3,0,1,1,1,0,1,1,0,0,12
1977,2.91,0,1,0,4,4,0,1,0,0,0,0,0,1,0,14
1977,1.92,0,0,1,4,3,0,0,0,1,0,1,0,1,0,12
1977,4.42,0,0,1,9,3,0,1,0,0,0,0,0,1,0,12
1977,8.49,0,0,1,7,3,1,1,0,0,0,0,1,0,0,14
1977,4.28,0,0,1,3,3,1,1,1,0,0,1,1,0,0,13
1977,3.33,0,1,0,5,4,0,1,0,0,1,0,1,0,1,12
1977,8.46,0,0,1,48,3,0,1,0,0,1,0,1,0,0,13
1977,8.65,0,0,1,3,3,0,1,0,1,0,0,0,1,0,12
1977,1.16,0,0,1,5,3,0,1,0,1,1,1,0,1,1,10
1977,1.98,0,0,1,5,3,0,1,1,1,1,0,0,1,1,13
1977,2.57,0,0,1,3,3,0,1,0,1,1,0,0,1,1,12
1977,2.58,0,1,0,6,4,0,1,1,1,0,0,0,1,1,12
1977,2.51,0,1,0,10,4,0,1,0,1,1,0,0,0,1,12
1977,77.72,0,1,0,9,4,1,1,1,1,1,0,1,0,1,13
1977,4.33,0,1,0,26,4,1,1,0,1,1,1,0,1,0,12
1977,4.09,0,0,1,33,3,1,1,0,0,1,0,0,1,0,8
1977,5.73,0,0,1,12,3,1,1,0,1,0,1,1,0,0,12
1977,4.81,0,0,1,11,3,1,1,0,1,0,0,0,0,0,12
1977,7.69,0,1,0,10,4,0,1,0,1,0,0,0,1,0,12
1977,5.73,0,0,1,9,3,1,1,0,1,0,0,0,1,0,12
1977,5.88,0,0,1,17,3,1,1,0,1,0,0,0,1,0,12
1977,4.27,0,0,1,37,3,0,1,0,0,1,0,0,0,0,13
1977,9.62,0,1,0,28,4,0,1,0,0,0,0,0,0,0,16
1977,9.36,0,0,1,16,3,0,1,0,0,0,0,0,1,0,12
1977,3.95,0,1,0,2,5,0,1,0,1,0,0,0,1,0,12
1977,5.73,0,0,1,34,3,1,1,0,1,1,0,0,0,0,12
1977,2.6,0,0,1,7,3,0,1,0,1,0,1,0,1,0,12
1977,3.75,0,1,0,4,4,0,1,0,1,0,0,0,0,0,12
1977,5.61,0,1,0,12,4,0,1,0,1,1,0,0,1,1,14
1977,5.73,0,0,1,20,3,0,1,0,1,1,1,0,1,0,13
1977,3.85,0,0,1,17,3,0,1,0,1,1,1,0,1,0,12
1977,2.88,1,0,0,0,2,0,1,0,1,0,0,0,1,1,12
1977,2.75,0,1,0,7,4,0,1,0,1,0,0,0,1,0,12
1977,11.57,0,1,0,13,4,0,1,0,0,0,1,1,0,0,13
1977,4.33,0,0,1,4,3,0,1,1,1,0,0,1,0,1,13
1977,2.75,0,0,1,3,3,0,1,0,1,1,0,1,0,0,12
1977,5.34,0,0,1,5,3,0,1,0,1,0,0,0,1,0,10
1977,6.56,0,0,1,19,3,0,1,0,0,1,0,0,1,0,12
1977,4.68,0,0,1,12,3,0,1,0,0,1,0,1,0,0,13
1977,1.98,1,0,0,10,2,0,1,0,1,1,0,0,0,0,12
1977,7.96,0,0,1,18,3,1,1,0,0,1,1,0,1,0,12
1977,4.87,1,0,0,18,2,0,1,0,1,1,0,1,0,0,13
1977,3.16,0,0,1,44,3,1,1,0,1,1,0,0,0,0,10
1977,6.25,0,0,1,5,3,0,1,0,0,0,0,0,1,0,12
1977,3,0,1,0,18,4,0,1,0,1,1,0,0,1,0,13
1977,3.75,0,1,0,12,4,1,1,0,1,0,1,0,1,0,12
1977,3.75,0,1,0,6,4,0,1,0,1,1,0,0,1,0,12
1977,6.54,0,1,0,13,4,0,1,1,1,0,1,1,0,1,13
1977,4.19,0,0,1,10,3,0,1,0,0,1,0,1,0,0,13
1977,5.37,1,0,0,20,2,0,1,0,0,1,0,0,0,0,12
1977,2.14,0,1,0,32,5,0,1,0,1,0,0,0,0,1,16
1977,4.81,0,0,1,32,3,0,1,0,1,1,0,1,0,0,12
1977,3.53,0,0,1,8,3,0,1,0,1,1,0,1,0,0,12
1977,4.33,0,0,1,25,3,0,1,0,1,0,0,0,1,1,12
1977,6.13,0,0,1,18,3,1,1,0,0,1,0,0,1,0,12
1977,8.79,1,0,0,31,2,1,0,0,0,1,0,1,0,1,12
1977,8.21,0,0,1,30,3,1,1,0,0,1,0,0,0,0,12
1977,2.39,0,0,1,8,3,0,1,0,0,1,0,0,0,0,10
1977,4.58,0,1,0,18,4,0,1,0,0,1,0,0,0,0,12
1977,6.97,0,0,1,16,3,0,1,0,0,1,0,1,0,0,13
1977,10.12,0,0,1,29,3,1,1,0,0,1,0,0,0,0,12
1977,3.75,1,0,0,30,2,0,1,0,0,1,0,0,1,0,12
1977,3.52,1,0,0,8,2,0,1,0,0,0,0,0,1,0,12
1977,8.41,0,0,1,22,3,0,1,0,0,1,0,0,0,0,10
1977,7.96,0,1,0,15,5,0,1,0,0,1,0,0,1,0,12
1977,8.24,1,0,0,20,2,1,1,0,0,1,0,1,0,0,12
1977,3.22,0,0,1,18,3,0,1,0,0,1,0,0,0,0,12
1977,7.96,0,0,1,36,3,0,1,0,0,1,0,0,1,0,8
1977,8.65,0,1,0,11,4,1,1,0,0,0,0,1,0,0,12
1977,4.27,0,0,1,3,3,0,1,1,0,0,0,0,1,0,10
1977,12.66,0,1,0,22,5,1,1,0,0,1,1,1,0,0,12
1977,7.96,0,0,1,16,3,1,1,0,0,1,0,0,0,0,10
1977,3.49,0,0,1,44,3,0,1,0,0,1,0,0,0,0,10
1977,10.12,1,0,0,20,2,0,1,0,0,0,0,0,1,0,13
1977,3.08,0,1,0,5,4,0,1,0,0,1,1,0,1,0,13
1977,7.96,0,0,1,8,3,1,1,0,0,1,0,0,1,0,12
1977,2.75,0,1,0,2,4,0,1,0,0,0,0,1,0,0,12
1977,3.39,0,0,1,10,3,0,1,0,0,1,0,0,1,0,10
1977,5.49,1,0,0,7,2,0,1,0,0,1,0,0,1,0,12
1977,4.27,0,0,1,11,3,0,1,0,0,1,0,0,1,0,12
1977,5.71,0,0,1,18,3,1,1,0,0,1,1,0,1,0,12
1977,3.46,1,0,0,8,2,0,1,0,1,1,1,0,1,0,14
1977,15.38,0,0,1,37,3,0,1,0,0,1,0,0,1,0,12
1977,8.41,0,0,1,12,3,0,1,0,0,0,0,0,1,0,13
1977,10.12,0,0,1,11,3,0,1,0,0,1,1,0,1,0,12
1977,3.85,0,1,0,7,4,0,1,0,0,1,1,0,1,0,12
1977,4.62,0,1,0,23,4,0,1,0,0,1,0,0,0,1,12
1977,3.41,0,0,1,5,3,0,1,0,0,1,0,0,0,1,12
1977,10.58,0,1,0,22,4,1,1,0,0,1,1,0,1,0,12
1977,10.1,0,0,1,35,3,1,1,0,0,0,0,1,0,0,13
1977,7.96,0,0,1,6,3,0,1,0,0,1,0,0,1,0,13
1977,6.81,0,1,0,14,4,0,1,0,0,1,0,1,0,0,8
1977,7.21,0,0,1,37,3,1,1,0,0,1,0,0,1,0,12
1977,6.41,0,0,1,32,3,1,1,0,0,1,1,0,1,0,8
1977,4.77,0,0,1,30,3,1,1,0,0,1,0,0,0,0,10
1977,6.05,0,0,1,10,3,1,1,0,0,1,0,0,0,0,13
1977,3.75,1,0,0,9,2,1,1,0,0,1,0,0,0,0,10
1977,9.16,0,0,1,14,3,1,1,0,0,1,1,0,1,0,13
1977,3.33,0,0,1,19,3,0,1,0,0,1,0,0,0,0,10
1977,4.77,0,0,1,6,3,1,1,0,0,1,0,0,1,0,14
1977,5.79,1,0,0,28,2,0,1,0,0,1,0,0,1,0,12
1977,3.96,0,0,1,10,3,0,1,0,1,0,0,1,0,0,16
1977,6.41,1,0,0,37,2,1,1,0,0,1,1,0,0,0,12
1977,5.55,0,0,1,41,3,1,1,0,0,1,0,0,0,0,12
1977,12.74,0,0,1,18,3,1,0,0,0,1,1,0,0,0,10
1977,7.69,0,1,0,14,4,0,1,0,0,0,1,1,0,0,13
1977,8.17,0,0,1,12,3,1,1,0,0,0,1,1,0,0,16
1977,6.4,0,0,1,26,3,0,1,0,0,1,0,0,1,0,12
1977,3.57,0,0,1,19,3,0,1,1,1,1,0,0,1,0,12
1977,6.59,0,1,0,22,4,0,1,0,0,0,0,0,0,0,10
1977,7.69,0,0,1,27,3,0,1,0,0,1,0,0,1,0,12
1977,10.26,0,0,1,27,3,0,1,1,0,0,0,0,0,0,12
1977,7.08,0,0,1,25,3,0,1,0,0,1,0,0,0,0,10
1977,10.42,0,0,1,10,3,0,1,0,0,1,0,0,1,0,12
1977,8.08,0,0,1,7,3,0,1,0,0,1,0,0,1,0,12
1977,4.95,0,1,0,7,4,0,1,0,0,0,0,0,1,0,13
1977,9.81,0,0,1,24,3,0,1,0,0,1,0,1,0,0,13
1977,5.77,0,1,0,10,4,0,1,0,0,0,0,1,0,0,12
1977,4.81,0,1,0,3,4,0,1,0,0,0,0,0,1,0,12
1977,11.95,0,0,1,28,3,0,1,0,0,1,0,1,0,0,14
1977,6.12,0,1,0,23,4,0,1,0,0,1,0,0,0,0,12
1977,4.58,0,1,0,37,4,0,1,0,0,0,0,0,0,0,12
1977,2.26,1,0,0,18,2,0,0,0,1,1,0,0,0,0,10
1977,4.37,0,0,1,5,3,0,1,0,0,1,0,0,1,0,12
1977,7.71,1,0,0,42,2,0,1,0,0,1,0,0,0,0,8
1977,7.96,0,0,1,20,3,0,1,0,1,0,1,0,1,0,13
1977,8.93,0,0,1,33,3,0,1,0,0,0,0,1,0,0,12
1977,12.27,0,0,1,25,3,0,0,0,0,1,0,0,1,0,10
1977,5.73,0,1,0,14,4,1,1,0,1,1,0,0,0,0,12
1977,7.26,0,1,0,10,4,0,1,0,0,1,0,0,1,0,13
1977,4.73,1,0,0,21,2,0,1,0,0,1,0,0,1,0,5
1977,5.38,0,0,1,8,3,0,1,0,0,1,0,0,0,0,12
1977,9,0,1,0,42,4,0,1,0,0,1,0,0,0,0,12
1977,4.91,0,1,0,10,4,0,1,0,0,1,0,1,0,0,12
1977,14.31,1,0,0,40,2,1,1,0,0,1,0,0,1,0,10
1977,9.74,0,1,0,13,4,0,1,0,0,1,0,1,0,0,12
1977,4.13,0,0,1,39,3,0,1,0,0,1,0,0,0,0,12
1977,3.75,0,0,1,9,3,0,1,0,0,1,1,0,1,0,13
1977,5.26,1,0,0,26,2,0,1,0,0,1,0,0,0,0,12
1977,21.74,0,0,1,24,3,1,1,0,0,1,1,0,0,0,12
1977,8.81,0,0,1,14,3,1,1,0,0,1,0,0,1,0,12
1977,8.17,0,1,0,12,4,1,1,0,0,1,1,0,1,0,13
1977,7.5,0,1,0,35,4,1,1,0,0,1,0,0,0,0,12
1977,3.42,0,0,1,14,3,0,0,0,0,1,0,0,0,0,12
1977,8.89,0,0,1,18,3,1,1,0,0,1,0,0,1,0,12
1977,4.16,0,0,1,32,3,0,1,0,0,1,0,0,0,0,13
1977,8.17,0,0,1,23,3,1,1,0,0,1,0,1,0,0,12
1977,8.12,0,0,1,22,3,0,1,0,0,1,1,0,1,0,12
1977,10.12,0,0,1,29,3,0,1,0,0,1,0,0,1,0,12
1977,12.5,0,0,1,30,3,1,1,0,0,1,1,0,1,0,13
1977,4.33,1,0,0,15,2,0,1,0,0,0,0,0,1,1,8
1977,5.2,0,1,0,10,4,0,1,0,0,0,0,0,0,1,12
1977,9.62,0,1,0,12,4,0,1,0,0,1,0,0,1,1,10
1977,16.03,0,0,1,25,3,0,1,0,0,1,1,0,1,1,10
1977,9.28,0,0,1,29,3,0,1,0,0,1,0,0,1,1,12
1977,2.81,1,0,0,40,2,0,0,0,0,1,0,0,0,0,8
1977,7.21,0,0,1,34,3,0,1,1,0,1,1,0,1,0,5
1977,8,0,0,1,18,3,0,1,0,0,1,1,0,1,1,12
1977,10.99,0,0,1,22,3,1,0,0,0,1,0,1,0,0,12
1977,4.47,1,0,0,12,2,0,1,0,0,1,1,0,0,0,12
1977,7.07,0,0,1,10,3,0,1,0,0,1,0,0,1,1,12
1977,1.66,0,1,0,15,4,0,1,0,0,1,0,0,0,1,12
1977,7.93,1,0,0,39,1,1,1,0,0,1,0,1,0,0,12
1977,5.23,0,0,1,18,3,1,1,0,0,0,0,1,0,0,12
