faminc,cigtax,cigprice,bwght,fatheduc,motheduc,parity,male,white,cigs,lbwght,bwghtlbs,packs,lfaminc
65.0,26.0,142.0,143,17.0,16.0,2,0,1,0,4.962845,8.9375,0.0,4.1743875
27.5,26.0,142.0,122,14.0,12.0,2,1,1,0,4.804021,7.625,0.0,3.314186
65.0,26.0,142.0,106,18.0,16.0,2,1,1,0,4.6634393,6.625,0.0,4.1743875
65.0,26.0,142.0,126,18.0,18.0,2,0,1,0,4.836282,7.875,0.0,4.1743875
32.5,26.0,142.0,156,16.0,14.0,1,0,1,0,5.049856,9.75,0.0,3.48124
22.5,26.0,142.0,129,,8.0,1,1,1,0,4.8598123,8.0625,0.0,3.1135154
17.5,26.0,142.0,120,8.0,6.0,3,0,0,0,4.787492,7.5,0.0,2.862201
32.5,14.0,124.0,113,12.0,12.0,1,1,1,1,4.727388,7.0625,0.05,3.48124
65.0,14.0,124.0,81,17.0,15.0,2,0,1,0,4.394449,5.0625,0.0,4.1743875
37.5,14.0,124.0,83,16.0,14.0,1,0,1,0,4.4188404,5.1875,0.0,3.624341
37.5,17.0,135.9,129,,12.0,1,0,0,0,4.8598123,8.0625,0.0,3.624341
14.5,17.0,135.9,133,12.0,12.0,2,1,0,0,4.890349,8.3125,0.0,2.6741486
18.5,24.0,139.8,112,16.0,16.0,2,0,1,20,4.7184987,7.0,1.0,2.9177706
65.0,24.0,139.8,119,14.0,13.0,1,1,1,0,4.7791233,7.4375,0.0,4.1743875
47.5,24.0,139.8,139,16.0,12.0,1,0,1,0,4.934474,8.6875,0.0,3.8607297
27.5,24.0,139.8,111,12.0,14.0,1,0,1,0,4.7095304,6.9375,0.0,3.314186
27.5,24.0,139.8,81,13.0,12.0,4,0,1,40,4.394449,5.0625,2.0,3.314186
27.5,24.0,139.8,127,16.0,12.0,2,0,1,0,4.8441873,7.9375,0.0,3.314186
22.5,24.0,139.8,119,10.0,11.0,1,0,1,0,4.7791233,7.4375,0.0,3.1135154
32.5,24.0,139.8,107,15.0,12.0,3,0,0,0,4.6728287,6.6875,0.0,3.48124
3.5,24.0,139.8,98,,10.0,2,0,0,20,4.5849676,6.125,1.0,1.2527629
18.5,24.0,139.8,113,14.0,13.0,1,0,1,10,4.727388,7.0625,0.5,2.9177706
19.5,24.0,139.8,104,16.0,16.0,1,1,0,0,4.644391,6.5,0.0,2.9704144
32.5,24.0,139.8,108,11.0,12.0,2,0,1,0,4.6821313,6.75,0.0,3.48124
22.5,24.0,139.8,144,12.0,12.0,1,1,1,0,4.9698133,9.0,0.0,3.1135154
65.0,24.0,139.8,110,16.0,14.0,3,1,1,0,4.7004805,6.875,0.0,4.1743875
65.0,24.0,139.8,138,16.0,13.0,1,0,1,0,4.9272537,8.625,0.0,4.1743875
14.5,24.0,139.8,107,12.0,10.0,1,0,0,0,4.6728287,6.6875,0.0,2.6741486
65.0,24.0,139.8,128,13.0,13.0,1,0,1,0,4.8520303,8.0,0.0,4.1743875
14.5,24.0,139.8,144,14.0,12.0,1,1,1,10,4.9698133,9.0,0.5,2.6741486
37.5,24.0,139.8,136,16.0,16.0,2,1,0,0,4.912655,8.5,0.0,3.624341
13.5,24.0,139.8,110,,14.0,1,1,1,0,4.7004805,6.875,0.0,2.6026897
4.5,24.0,139.8,105,,10.0,1,1,1,20,4.65396,6.5625,1.0,1.5040774
22.5,24.0,139.8,124,12.0,12.0,3,0,1,0,4.8202815,7.75,0.0,3.1135154
37.5,24.0,139.8,117,17.0,16.0,1,1,1,0,4.762174,7.3125,0.0,3.624341
65.0,24.0,139.8,145,12.0,12.0,1,1,1,0,4.9767337,9.0625,0.0,4.1743875
11.5,24.0,139.8,96,,12.0,5,1,0,0,4.564348,6.0,0.0,2.442347
22.5,24.0,139.8,140,12.0,14.0,1,0,1,0,4.9416423,8.75,0.0,3.1135154
65.0,24.0,139.8,101,14.0,16.0,1,1,1,0,4.6151204,6.3125,0.0,4.1743875
37.5,24.0,139.8,148,16.0,12.0,3,1,1,0,4.9972124,9.25,0.0,3.624341
10.5,24.0,139.8,135,12.0,14.0,3,1,0,0,4.905275,8.4375,0.0,2.3513753
37.5,24.0,139.8,120,16.0,14.0,1,0,1,0,4.787492,7.5,0.0,3.624341
22.5,24.0,139.8,130,12.0,12.0,2,0,1,0,4.8675346,8.125,0.0,3.1135154
15.5,24.0,139.8,134,12.0,12.0,1,1,0,0,4.89784,8.375,0.0,2.74084
65.0,24.0,139.8,128,16.0,15.0,1,1,1,0,4.8520303,8.0,0.0,4.1743875
0.5,24.0,139.8,111,11.0,10.0,1,1,1,15,4.7095304,6.9375,0.75,-0.6931472
32.5,12.0,122.4,128,10.0,12.0,3,0,0,0,4.8520303,8.0,0.0,3.48124
10.5,12.0,122.4,134,10.0,12.0,1,1,1,0,4.89784,8.375,0.0,2.3513753
22.5,12.0,122.4,141,12.0,12.0,2,1,1,0,4.94876,8.8125,0.0,3.1135154
47.5,12.0,122.4,115,14.0,12.0,1,0,1,0,4.744932,7.1875,0.0,3.8607297
27.5,12.0,122.4,98,12.0,12.0,2,1,1,0,4.5849676,6.125,0.0,3.314186
65.0,12.0,122.4,118,17.0,16.0,1,0,1,0,4.7706847,7.375,0.0,4.1743875
47.5,12.0,122.4,130,16.0,18.0,1,0,0,0,4.8675346,8.125,0.0,3.8607297
4.5,12.0,122.4,136,,12.0,2,1,0,0,4.912655,8.5,0.0,1.5040774
8.5,12.0,122.4,129,,12.0,1,1,0,0,4.8598123,8.0625,0.0,2.1400661
47.5,12.0,122.4,93,12.0,17.0,1,1,1,0,4.5325994,5.8125,0.0,3.8607297
12.5,12.0,122.4,91,11.0,11.0,1,1,1,20,4.5108595,5.6875,1.0,2.5257287
65.0,12.0,122.4,110,12.0,14.0,2,0,1,0,4.7004805,6.875,0.0,4.1743875
9.5,12.0,122.4,112,,10.0,1,0,1,0,4.7184987,7.0,0.0,2.2512918
37.5,12.0,122.4,112,14.0,12.0,3,1,1,20,4.7184987,7.0,1.0,3.624341
27.5,12.0,122.4,98,12.0,12.0,2,0,1,12,4.5849676,6.125,0.6,3.314186
65.0,12.0,122.4,147,14.0,14.0,2,0,1,0,4.9904327,9.1875,0.0,4.1743875
7.5,12.0,122.4,92,11.0,9.0,4,0,0,8,4.5217886,5.75,0.4,2.014903
65.0,33.0,149.1,98,14.0,12.0,1,0,0,0,4.5849676,6.125,0.0,4.1743875
47.5,33.0,149.1,98,12.0,13.0,2,0,0,0,4.5849676,6.125,0.0,3.8607297
65.0,18.0,133.6,137,16.0,16.0,1,0,1,0,4.919981,8.5625,0.0,4.1743875
42.5,18.0,133.6,113,15.0,16.0,1,1,1,0,4.727388,7.0625,0.0,3.749504
27.5,18.0,133.6,137,11.0,12.0,1,1,1,0,4.919981,8.5625,0.0,3.314186
37.5,18.0,133.6,71,12.0,12.0,2,0,1,15,4.26268,4.4375,0.75,3.624341
47.5,18.0,133.6,129,16.0,16.0,1,0,1,0,4.8598123,8.0625,0.0,3.8607297
2.5,18.0,133.6,149,,9.0,3,0,0,10,5.0039463,9.3125,0.5,0.91629076
7.5,18.0,133.6,124,,12.0,1,0,1,0,4.8202815,7.75,0.0,2.014903
6.5,18.0,133.6,138,,12.0,1,0,1,0,4.9272537,8.625,0.0,1.8718022
37.5,18.0,133.6,128,13.0,12.0,1,1,1,0,4.8520303,8.0,0.0,3.624341
32.5,18.0,133.6,122,12.0,12.0,1,0,1,10,4.804021,7.625,0.5,3.48124
47.5,20.0,132.7,118,4.0,5.0,2,0,1,0,4.7706847,7.375,0.0,3.8607297
42.5,20.0,132.7,128,12.0,12.0,2,0,1,0,4.8520303,8.0,0.0,3.749504
9.5,20.0,132.7,142,,8.0,3,0,0,20,4.955827,8.875,1.0,2.2512918
47.5,20.0,132.7,127,18.0,17.0,1,1,1,0,4.8441873,7.9375,0.0,3.8607297
65.0,20.0,132.7,112,18.0,18.0,2,1,1,0,4.7184987,7.0,0.0,4.1743875
22.5,20.0,132.7,113,14.0,14.0,1,1,0,0,4.727388,7.0625,0.0,3.1135154
42.5,20.0,132.7,112,14.0,14.0,1,0,1,0,4.7184987,7.0,0.0,3.749504
37.5,20.0,132.7,82,14.0,14.0,2,0,1,0,4.406719,5.125,0.0,3.624341
19.5,20.0,132.7,141,12.0,12.0,1,0,1,0,4.94876,8.8125,0.0,2.9704144
42.5,20.0,132.7,107,16.0,15.0,3,1,1,0,4.6728287,6.6875,0.0,3.749504
14.5,20.0,132.7,117,12.0,12.0,1,0,1,0,4.762174,7.3125,0.0,2.6741486
37.5,20.0,132.7,127,16.0,16.0,1,1,1,0,4.8441873,7.9375,0.0,3.624341
7.5,20.0,132.7,133,18.0,13.0,1,1,0,0,4.890349,8.3125,0.0,2.014903
37.5,20.0,132.7,118,18.0,18.0,1,1,0,0,4.7706847,7.375,0.0,3.624341
32.5,20.0,132.7,144,14.0,12.0,1,0,1,0,4.9698133,9.0,0.0,3.48124
9.5,20.0,132.7,109,11.0,11.0,1,0,1,0,4.691348,6.8125,0.0,2.2512918
65.0,20.0,132.7,79,14.0,13.0,3,1,1,0,4.3694477,4.9375,0.0,4.1743875
32.5,20.0,132.7,124,16.0,13.0,1,1,1,0,4.8202815,7.75,0.0,3.48124
5.5,20.0,132.7,130,12.0,9.0,1,0,1,10,4.8675346,8.125,0.5,1.704748
42.5,20.0,132.7,271,14.0,14.0,1,0,1,0,5.602119,16.9375,0.0,3.749504
22.5,20.0,132.7,160,12.0,13.0,2,1,0,0,5.075174,10.0,0.0,3.1135154
42.5,20.0,132.7,127,14.0,17.0,1,1,1,0,4.8441873,7.9375,0.0,3.749504
7.5,20.0,132.7,108,11.0,11.0,1,1,0,0,4.6821313,6.75,0.0,2.014903
13.5,20.0,132.7,90,,16.0,1,0,0,0,4.4998097,5.625,0.0,2.6026897
27.5,20.0,132.7,140,11.0,12.0,2,1,1,0,4.9416423,8.75,0.0,3.314186
42.5,20.0,132.7,126,17.0,13.0,1,0,1,0,4.836282,7.875,0.0,3.749504
32.5,20.0,132.7,110,12.0,12.0,2,1,1,0,4.7004805,6.875,0.0,3.48124
32.5,20.0,132.7,127,17.0,12.0,1,1,1,0,4.8441873,7.9375,0.0,3.48124
5.5,20.0,132.7,101,,12.0,2,1,0,0,4.6151204,6.3125,0.0,1.704748
47.5,20.0,132.7,92,18.0,16.0,3,0,1,0,4.5217886,5.75,0.0,3.8607297
47.5,20.0,132.7,121,8.0,13.0,1,1,1,0,4.7957907,7.5625,0.0,3.8607297
42.5,20.0,132.7,102,18.0,16.0,1,1,1,0,4.624973,6.375,0.0,3.749504
37.5,20.0,132.7,125,8.0,10.0,1,1,1,0,4.828314,7.8125,0.0,3.624341
32.5,20.0,132.7,141,14.0,15.0,1,1,1,0,4.94876,8.8125,0.0,3.48124
65.0,20.0,132.7,121,11.0,12.0,1,0,1,0,4.7957907,7.5625,0.0,4.1743875
47.5,20.0,132.7,127,16.0,16.0,1,1,1,0,4.8441873,7.9375,0.0,3.8607297
42.5,20.0,132.7,119,13.0,14.0,1,1,1,0,4.7791233,7.4375,0.0,3.749504
27.5,20.0,132.7,106,12.0,12.0,1,0,1,0,4.6634393,6.625,0.0,3.314186
17.5,20.0,132.7,105,12.0,12.0,1,0,0,0,4.65396,6.5625,0.0,2.862201
18.5,20.0,132.7,104,6.0,11.0,1,0,0,0,4.644391,6.5,0.0,2.9177706
42.5,20.0,132.7,131,17.0,15.0,1,1,1,0,4.8751974,8.1875,0.0,3.749504
37.5,20.0,132.7,96,10.0,12.0,1,1,1,0,4.564348,6.0,0.0,3.624341
42.5,20.0,132.7,141,16.0,14.0,1,0,1,0,4.94876,8.8125,0.0,3.749504
32.5,20.0,132.7,93,9.0,11.0,1,0,1,0,4.5325994,5.8125,0.0,3.48124
2.5,20.0,132.7,114,,12.0,1,0,0,0,4.7361984,7.125,0.0,0.91629076
18.5,20.0,132.7,112,12.0,12.0,1,1,1,0,4.7184987,7.0,0.0,2.9177706
4.5,20.0,132.7,138,10.0,12.0,2,1,1,0,4.9272537,8.625,0.0,1.5040774
22.5,20.0,132.7,136,14.0,14.0,2,1,1,0,4.912655,8.5,0.0,3.1135154
4.5,20.0,132.7,113,,12.0,3,0,1,20,4.727388,7.0625,1.0,1.5040774
27.5,20.0,132.7,105,16.0,12.0,1,1,1,0,4.65396,6.5625,0.0,3.314186
19.5,20.0,132.7,120,12.0,12.0,2,1,1,0,4.787492,7.5,0.0,2.9704144
27.5,15.5,119.0,35,16.0,16.0,1,0,1,0,3.5553482,2.1875,0.0,3.314186
19.5,15.5,119.0,149,12.0,12.0,3,0,1,0,5.0039463,9.3125,0.0,2.9704144
18.5,15.5,119.0,122,15.0,13.0,1,1,1,0,4.804021,7.625,0.0,2.9177706
22.5,15.5,119.0,146,13.0,15.0,1,1,1,0,4.983607,9.125,0.0,3.1135154
22.5,15.5,119.0,161,12.0,12.0,1,1,1,0,5.081404,10.0625,0.0,3.1135154
1.5,15.5,119.0,142,,12.0,3,1,1,20,4.955827,8.875,1.0,0.4054651
4.5,15.5,119.0,119,12.0,12.0,2,1,1,0,4.7791233,7.4375,0.0,1.5040774
3.5,15.5,119.0,83,,12.0,2,0,0,4,4.4188404,5.1875,0.2,1.2527629
3.5,15.5,119.0,136,,14.0,1,1,0,0,4.912655,8.5,0.0,1.2527629
42.5,15.5,119.0,116,12.0,13.0,1,0,1,0,4.75359,7.25,0.0,3.749504
37.5,15.5,119.0,93,12.0,12.0,1,0,1,0,4.5325994,5.8125,0.0,3.624341
22.5,15.5,119.0,110,12.0,12.0,1,0,1,0,4.7004805,6.875,0.0,3.1135154
37.5,15.5,119.0,124,16.0,17.0,2,0,1,0,4.8202815,7.75,0.0,3.624341
15.5,15.5,119.0,123,9.0,12.0,2,1,0,0,4.8121843,7.6875,0.0,2.74084
27.5,15.5,119.0,129,12.0,12.0,2,0,1,0,4.8598123,8.0625,0.0,3.314186
32.5,15.5,119.0,106,12.0,12.0,1,0,1,0,4.6634393,6.625,0.0,3.48124
22.5,15.5,119.0,130,12.0,12.0,1,1,1,0,4.8675346,8.125,0.0,3.1135154
27.5,15.5,119.0,111,12.0,12.0,1,1,1,0,4.7095304,6.9375,0.0,3.314186
27.5,15.5,119.0,115,12.0,12.0,3,1,1,0,4.744932,7.1875,0.0,3.314186
4.5,15.5,119.0,110,,12.0,1,1,0,0,4.7004805,6.875,0.0,1.5040774
27.5,15.5,119.0,117,18.0,16.0,2,0,1,0,4.762174,7.3125,0.0,3.314186
22.5,34.0,145.1,113,12.0,14.0,1,0,1,0,4.727388,7.0625,0.0,3.1135154
27.5,34.0,145.1,114,14.0,13.0,1,1,1,0,4.7361984,7.125,0.0,3.314186
19.5,34.0,145.1,146,14.0,13.0,1,1,1,0,4.983607,9.125,0.0,2.9704144
4.5,34.0,145.1,98,,12.0,2,1,1,20,4.5849676,6.125,1.0,1.5040774
11.5,34.0,145.1,143,10.0,10.0,3,1,1,10,4.962845,8.9375,0.5,2.442347
27.5,34.0,145.1,116,18.0,17.0,1,1,1,0,4.75359,7.25,0.0,3.314186
37.5,34.0,145.1,116,13.0,14.0,1,1,1,30,4.75359,7.25,1.5,3.624341
6.5,34.0,145.1,75,16.0,13.0,2,0,1,0,4.317488,4.6875,0.0,1.8718022
32.5,34.0,145.1,139,13.0,13.0,1,0,1,0,4.934474,8.6875,0.0,3.48124
18.5,34.0,145.1,120,14.0,14.0,1,1,1,0,4.787492,7.5,0.0,2.9177706
32.5,34.0,145.1,146,15.0,16.0,1,0,1,0,4.983607,9.125,0.0,3.48124
42.5,34.0,145.1,145,12.0,12.0,1,0,1,0,4.9767337,9.0625,0.0,3.749504
22.5,34.0,145.1,136,12.0,13.0,3,1,1,0,4.912655,8.5,0.0,3.1135154
16.5,34.0,145.1,120,12.0,12.0,1,0,1,0,4.787492,7.5,0.0,2.8033605
42.5,24.0,136.5,106,16.0,16.0,1,1,1,0,4.6634393,6.625,0.0,3.749504
37.5,24.0,136.5,109,16.0,16.0,1,0,1,15,4.691348,6.8125,0.75,3.624341
13.5,24.0,136.5,97,11.0,12.0,5,0,1,0,4.574711,6.0625,0.0,2.6026897
22.5,24.0,136.5,30,12.0,12.0,1,0,0,0,3.4011974,1.875,0.0,3.1135154
22.5,24.0,136.5,122,12.0,10.0,3,1,1,0,4.804021,7.625,0.0,3.1135154
37.5,24.0,136.5,130,16.0,12.0,1,1,1,0,4.8675346,8.125,0.0,3.624341
27.5,24.0,136.5,115,12.0,14.0,1,0,1,0,4.744932,7.1875,0.0,3.314186
16.5,24.0,136.5,116,13.0,12.0,1,1,1,0,4.75359,7.25,0.0,2.8033605
47.5,24.0,136.5,134,12.0,12.0,1,0,1,0,4.89784,8.375,0.0,3.8607297
22.5,24.0,136.5,127,12.0,10.0,1,0,1,0,4.8441873,7.9375,0.0,3.1135154
22.5,24.0,136.5,101,13.0,12.0,1,0,1,0,4.6151204,6.3125,0.0,3.1135154
47.5,24.0,136.5,145,12.0,12.0,3,0,1,0,4.9767337,9.0625,0.0,3.8607297
22.5,24.0,136.5,128,11.0,14.0,1,0,0,0,4.8520303,8.0,0.0,3.1135154
14.5,24.0,136.5,130,14.0,17.0,2,1,1,0,4.8675346,8.125,0.0,2.6741486
16.5,24.0,136.5,138,,14.0,2,1,1,0,4.9272537,8.625,0.0,2.8033605
14.5,24.0,136.5,133,14.0,16.0,3,1,1,0,4.890349,8.3125,0.0,2.6741486
18.5,3.0,103.8,106,12.0,13.0,1,0,1,0,4.6634393,6.625,0.0,2.9177706
3.5,3.0,103.8,135,10.0,8.0,2,1,1,0,4.905275,8.4375,0.0,1.2527629
27.5,3.0,103.8,104,12.0,11.0,3,0,1,15,4.644391,6.5,0.75,3.314186
22.5,3.0,103.8,107,12.0,12.0,3,1,0,0,4.6728287,6.6875,0.0,3.1135154
17.5,3.0,103.8,98,11.0,12.0,3,0,1,0,4.5849676,6.125,0.0,2.862201
18.5,3.0,103.8,123,12.0,10.0,2,0,1,0,4.8121843,7.6875,0.0,2.9177706
0.5,3.0,103.8,96,17.0,16.0,2,0,0,0,4.564348,6.0,0.0,-0.6931472
17.5,3.0,103.8,119,16.0,14.0,1,0,1,0,4.7791233,7.4375,0.0,2.862201
18.5,3.0,103.8,134,12.0,12.0,3,1,1,0,4.89784,8.375,0.0,2.9177706
0.5,3.0,103.8,83,,12.0,1,0,1,0,4.4188404,5.1875,0.0,-0.6931472
37.5,3.0,103.8,161,16.0,13.0,1,1,1,0,5.081404,10.0625,0.0,3.624341
7.5,3.0,103.8,109,9.0,14.0,2,1,1,5,4.691348,6.8125,0.25,2.014903
18.5,3.0,103.8,113,12.0,12.0,1,1,1,0,4.727388,7.0625,0.0,2.9177706
4.5,3.0,103.8,98,10.0,12.0,1,0,1,0,4.5849676,6.125,0.0,1.5040774
27.5,3.0,103.8,138,10.0,16.0,1,1,1,0,4.9272537,8.625,0.0,3.314186
6.5,3.0,103.8,120,12.0,12.0,1,1,1,0,4.787492,7.5,0.0,1.8718022
27.5,3.0,103.8,112,12.0,13.0,1,0,1,0,4.7184987,7.0,0.0,3.314186
11.5,3.0,103.8,104,8.0,12.0,1,1,0,0,4.644391,6.5,0.0,2.442347
42.5,16.0,130.7,103,14.0,12.0,1,1,1,0,4.634729,6.4375,0.0,3.749504
22.5,16.0,130.7,156,14.0,13.0,1,0,1,0,5.049856,9.75,0.0,3.1135154
19.5,16.0,130.7,119,10.0,12.0,1,0,1,0,4.7791233,7.4375,0.0,2.9704144
65.0,16.0,130.7,134,14.0,12.0,1,0,1,0,4.89784,8.375,0.0,4.1743875
37.5,16.0,130.7,149,,12.0,2,1,1,0,5.0039463,9.3125,0.0,3.624341
42.5,16.0,130.7,106,16.0,12.0,2,0,1,0,4.6634393,6.625,0.0,3.749504
42.5,16.0,130.7,112,12.0,12.0,3,0,0,0,4.7184987,7.0,0.0,3.749504
37.5,16.0,130.7,139,12.0,12.0,2,0,1,0,4.934474,8.6875,0.0,3.624341
47.5,16.0,130.7,137,18.0,16.0,1,1,1,0,4.919981,8.5625,0.0,3.8607297
14.5,16.0,130.7,90,12.0,14.0,2,0,0,20,4.4998097,5.625,1.0,2.6741486
32.5,16.0,130.7,137,16.0,14.0,2,0,1,0,4.919981,8.5625,0.0,3.48124
15.5,16.0,130.7,140,10.0,12.0,2,1,1,20,4.9416423,8.75,1.0,2.74084
32.5,16.0,130.7,126,14.0,12.0,2,1,1,0,4.836282,7.875,0.0,3.48124
18.5,16.0,130.7,112,12.0,12.0,1,1,0,0,4.7184987,7.0,0.0,2.9177706
2.5,16.0,130.7,60,,9.0,3,1,0,0,4.0943446,3.75,0.0,0.91629076
5.5,16.0,130.7,109,,12.0,1,1,0,0,4.691348,6.8125,0.0,1.704748
47.5,16.0,130.7,129,18.0,12.0,4,0,1,0,4.8598123,8.0625,0.0,3.8607297
3.5,16.0,130.7,104,,11.0,4,1,0,5,4.644391,6.5,0.25,1.2527629
42.5,16.0,130.7,71,12.0,12.0,2,0,1,0,4.26268,4.4375,0.0,3.749504
6.5,16.0,130.7,86,6.0,10.0,2,0,0,0,4.454347,5.375,0.0,1.8718022
32.5,16.0,130.7,124,12.0,12.0,2,0,1,0,4.8202815,7.75,0.0,3.48124
47.5,16.0,130.7,112,17.0,16.0,2,0,1,0,4.7184987,7.0,0.0,3.8607297
3.5,16.0,130.7,79,8.0,10.0,3,1,1,0,4.3694477,4.9375,0.0,1.2527629
27.5,16.0,130.7,95,14.0,16.0,1,0,1,0,4.553877,5.9375,0.0,3.314186
22.5,16.0,130.7,100,12.0,12.0,1,0,1,0,4.6051702,6.25,0.0,3.1135154
27.5,16.0,130.7,100,8.0,17.0,1,1,0,0,4.6051702,6.25,0.0,3.314186
18.5,16.0,130.7,105,14.0,12.0,1,1,1,0,4.65396,6.5625,0.0,2.9177706
12.5,16.0,130.7,107,,12.0,2,1,0,20,4.6728287,6.6875,1.0,2.5257287
0.5,16.0,130.7,141,,11.0,1,1,0,0,4.94876,8.8125,0.0,-0.6931472
1.5,16.0,130.7,142,,14.0,1,1,0,0,4.955827,8.875,0.0,0.4054651
37.5,16.0,130.7,99,14.0,12.0,2,0,1,5,4.59512,6.1875,0.25,3.624341
18.5,16.0,130.7,112,12.0,14.0,1,1,0,5,4.7184987,7.0,0.25,2.9177706
22.5,16.0,130.7,107,12.0,12.0,2,0,0,0,4.6728287,6.6875,0.0,3.1135154
47.5,16.0,130.7,147,13.0,15.0,1,1,1,0,4.9904327,9.1875,0.0,3.8607297
65.0,16.0,130.7,94,14.0,16.0,1,0,1,0,4.543295,5.875,0.0,4.1743875
65.0,16.0,130.7,148,12.0,16.0,1,0,1,0,4.9972124,9.25,0.0,4.1743875
11.5,16.0,130.7,91,8.0,10.0,1,1,1,30,4.5108595,5.6875,1.5,2.442347
32.5,16.0,130.7,131,12.0,16.0,3,1,1,0,4.8751974,8.1875,0.0,3.48124
22.5,16.0,130.7,102,8.0,6.0,1,0,1,0,4.624973,6.375,0.0,3.1135154
32.5,28.0,144.4,161,16.0,12.0,2,0,1,0,5.081404,10.0625,0.0,3.48124
65.0,28.0,144.4,120,15.0,13.0,2,1,1,0,4.787492,7.5,0.0,4.1743875
27.5,28.0,144.4,105,12.0,14.0,1,1,1,0,4.65396,6.5625,0.0,3.314186
18.5,28.0,144.4,112,12.0,12.0,1,1,1,0,4.7184987,7.0,0.0,2.9177706
37.5,13.0,120.2,130,16.0,16.0,2,1,1,0,4.8675346,8.125,0.0,3.624341
32.5,13.0,120.2,136,12.0,12.0,1,1,1,0,4.912655,8.5,0.0,3.48124
19.5,13.0,120.2,110,12.0,12.0,1,0,1,0,4.7004805,6.875,0.0,2.9704144
22.5,13.0,120.2,124,13.0,13.0,1,1,1,0,4.8202815,7.75,0.0,3.1135154
27.5,13.0,120.2,124,12.0,10.0,3,1,0,0,4.8202815,7.75,0.0,3.314186
22.5,13.0,120.2,134,13.0,12.0,2,0,1,0,4.89784,8.375,0.0,3.1135154
47.5,13.0,120.2,136,12.0,12.0,1,1,1,0,4.912655,8.5,0.0,3.8607297
22.5,13.0,120.2,120,12.0,14.0,1,1,0,0,4.787492,7.5,0.0,3.1135154
18.5,13.0,120.2,108,,12.0,3,1,0,0,4.6821313,6.75,0.0,2.9177706
17.5,13.0,120.2,122,12.0,12.0,1,0,1,0,4.804021,7.625,0.0,2.862201
18.5,13.0,120.2,137,,15.0,1,0,1,0,4.919981,8.5625,0.0,2.9177706
65.0,13.0,120.2,119,12.0,13.0,1,0,1,10,4.7791233,7.4375,0.5,4.1743875
32.5,13.0,120.2,144,13.0,18.0,3,1,1,0,4.9698133,9.0,0.0,3.48124
47.5,13.0,120.2,128,18.0,18.0,3,0,1,0,4.8520303,8.0,0.0,3.8607297
13.5,13.0,120.2,104,12.0,10.0,1,0,1,0,4.644391,6.5,0.0,2.6026897
32.5,13.0,120.2,118,13.0,16.0,1,0,1,0,4.7706847,7.375,0.0,3.48124
65.0,13.0,120.2,93,14.0,18.0,2,1,1,0,4.5325994,5.8125,0.0,4.1743875
42.5,13.0,120.2,138,12.0,13.0,1,0,1,6,4.9272537,8.625,0.3,3.749504
32.5,13.0,120.2,135,13.0,13.0,2,1,1,0,4.905275,8.4375,0.0,3.48124
42.5,13.0,120.2,128,14.0,16.0,1,1,0,0,4.8520303,8.0,0.0,3.749504
37.5,13.0,120.2,118,16.0,18.0,1,0,1,0,4.7706847,7.375,0.0,3.624341
9.5,13.0,120.2,114,12.0,12.0,1,0,0,0,4.7361984,7.125,0.0,2.2512918
37.5,13.0,120.2,120,16.0,14.0,2,0,1,0,4.787492,7.5,0.0,3.624341
65.0,13.0,120.2,113,18.0,18.0,1,0,1,0,4.727388,7.0625,0.0,4.1743875
42.5,13.0,120.2,110,12.0,12.0,1,0,1,0,4.7004805,6.875,0.0,3.749504
37.5,13.0,120.2,106,12.0,15.0,1,1,1,0,4.6634393,6.625,0.0,3.624341
9.5,26.0,148.6,125,,12.0,1,1,1,20,4.828314,7.8125,1.0,2.2512918
19.5,26.0,148.6,107,14.0,14.0,1,1,1,0,4.6728287,6.6875,0.0,2.9704144
19.5,26.0,148.6,130,12.0,12.0,1,0,1,0,4.8675346,8.125,0.0,2.9704144
47.5,26.0,148.6,116,18.0,17.0,1,1,1,0,4.75359,7.25,0.0,3.8607297
42.5,26.0,148.6,102,12.0,12.0,4,0,1,5,4.624973,6.375,0.25,3.749504
27.5,26.0,148.6,112,12.0,11.0,1,1,1,0,4.7184987,7.0,0.0,3.314186
65.0,26.0,148.6,124,12.0,12.0,2,0,1,20,4.8202815,7.75,1.0,4.1743875
32.5,26.0,148.6,118,14.0,12.0,2,0,1,0,4.7706847,7.375,0.0,3.48124
47.5,26.0,148.6,125,16.0,14.0,2,1,1,0,4.828314,7.8125,0.0,3.8607297
65.0,26.0,148.6,103,14.0,18.0,1,0,1,0,4.634729,6.4375,0.0,4.1743875
6.5,26.0,148.6,115,,12.0,2,1,1,0,4.744932,7.1875,0.0,1.8718022
42.5,26.0,148.6,136,13.0,14.0,2,0,1,0,4.912655,8.5,0.0,3.749504
19.5,26.0,148.6,120,10.0,11.0,1,1,1,10,4.787492,7.5,0.5,2.9704144
65.0,26.0,148.6,139,12.0,12.0,1,1,1,2,4.934474,8.6875,0.1,4.1743875
27.5,26.0,148.6,137,12.0,14.0,2,0,1,0,4.919981,8.5625,0.0,3.314186
37.5,26.0,148.6,120,15.0,16.0,1,0,1,5,4.787492,7.5,0.25,3.624341
27.5,26.0,148.6,113,15.0,15.0,1,1,1,0,4.727388,7.0625,0.0,3.314186
22.5,26.0,148.6,102,12.0,12.0,1,1,1,0,4.624973,6.375,0.0,3.1135154
27.5,26.0,148.6,132,12.0,12.0,3,0,1,0,4.882802,8.25,0.0,3.314186
