sat,tothrs,colgpa,athlete,verbmath,hsize,hsrank,hsperc,female,white,black,hsizesq
1020,115,3.48,0,.85455,3.63,26,7.1625342,1,1,0,13.1769
1030,18,1.61,0,.83929002,3.31,158,47.734138,0,1,0,10.9561
860,118,2.6700001,0,1,2.39,61,25.523012,1,1,0,5.7121
970,86,3.47,0,.64407003,2.39,10,4.1841006,0,1,0,5.7121
880,16,2.1800001,0,1.04651,1.88,44,23.404255,0,1,0,3.5344
1230,85,3.8699999,0,.78261,2.49,1,.40160644,0,1,0,6.2000999
1090,96,3,0,.81667,2.39,38,15.899582,0,1,0,5.7121
930,121,2.45,0,.66070998,1.18,15,12.711864,0,1,0,1.3924
1300,45,2.5999999,0,.75676,2.97,44,14.814815,0,1,0,8.8209
1170,117,3.28,0,.85714,1.93,4,2.0725389,0,1,0,3.7249
1010,12,1.75,1,.98039001,.91,60,65.934067,0,1,0,.82810003
1030,68,2.3900001,0,.74576002,.73,60,82.19178,0,1,0,.53289998
1020,16,3.5,0,.88889003,.91,16,17.582418,1,1,0,.82810003
910,15,2.5999999,0,1.16667,.91,74,81.31868,1,1,0,.82810003
900,17,1.9400001,0,.875,1.54,44,28.571428,0,1,0,2.3715999
1230,107,2.0699999,0,.73238999,5.91,51,8.6294413,0,1,0,34.928101
950,85,2.8399999,0,.97917002,6.08,35,5.7565789,0,1,0,36.9664
1220,79,3.9200001,0,.90625,4.36,5,1.146789,1,1,0,19.0096
990,16,1.62,0,.76786,5.3,110,20.754717,0,1,0,28.09
1040,14,2,0,1.08,5.43,164,30.202578,1,1,0,29.4849
990,63,1.74,0,.76786,.5,46,92,0,1,0,.25
940,80,2.2,0,1.04348,3.73,17,4.5576406,1,1,0,13.9129
1120,52,2.8399999,0,.75,4.43,14,3.1602709,0,1,0,19.624901
980,126,2.9300001,0,.75,4.34,61,14.0553,0,1,0,18.8356
1040,110,3.5699999,0,.76270998,3.04,14,4.6052632,1,1,0,9.2416
1080,80,2.5699999,0,1.11765,3.19,40,12.539185,1,1,0,10.1761
1030,16,3.1800001,0,.71666998,1.85,35,18.918919,0,1,0,3.4224999
830,15,1.66,0,.76595998,2.43,28,11.522634,0,1,0,5.9049001
1080,54,2.98,0,1.07692,1.93,26,13.471502,1,1,0,3.7249
860,17,2.29,0,.79167002,3.79,155,40.897099,1,1,0,14.3641
1040,14,2.0699999,0,.92593002,5.67,97,17.107584,0,1,0,32.148899
690,116,2.6400001,0,.97143,1.29,9,6.9767442,1,1,0,1.6641001
1160,17,3.6400001,0,.78461999,3.62,5,1.3812155,1,1,0,13.1044
900,48,1.75,0,.60714,3.75,101,26.933332,0,1,0,14.0625
1280,84,2.9100001,0,.91044998,2.13,12,5.6338029,0,1,0,4.5369
740,15,1.13,1,1.3125,2.32,63,27.155172,1,1,0,5.3824
1010,29,1.51,0,.83635998,2.12,45,21.226416,0,1,0,4.4944
900,18,3,0,.73076999,2,56,28,1,1,0,4
1210,84,3.3,0,.77941,1.89,5,2.6455026,1,1,0,3.5720999
980,78,1.73,0,.60655999,3.51,53,15.099715,0,1,0,12.3201
850,43,2.5999999,0,.84783,5.05,69,13.663366,1,1,0,25.502501
1020,40,2.77,0,.88889003,5.05,70,13.861386,0,1,0,25.502501
1010,13,1.6900001,0,1.10417,5.1,154,30.196079,0,1,0,26.01
960,12,3.1600001,0,1.23256,5.1,43,8.4313726,0,1,0,26.01
930,48,2.9300001,0,.82353002,5.05,75,14.851485,1,1,0,25.502501
1130,75,2.48,0,.85246003,4.92,66,13.414634,0,1,0,24.2064
950,14,2.28,0,.86274999,5.1,90,17.647058,1,1,0,26.01
1160,44,2.75,0,1.03509,5.05,33,6.5346537,1,1,0,25.502501
830,111,3.2,0,1.1282099,4.44,96,21.621622,1,1,0,19.7136
1160,16,3.3099999,0,.8125,5.1,55,10.784314,1,1,0,26.01
950,17,3.4100001,0,.75926,4.4,13,2.9545455,0,1,0,19.360001
980,74,2.3699999,1,.88462001,2.6,86,33.076923,0,1,0,6.7600002
880,17,3.05,1,.75999999,1.77,12,6.7796612,0,1,0,3.1329
1090,13,3.3,0,.78688997,.5600000000000001,30,53.57143,0,1,0,.3136
940,68,3.0699999,0,.91837001,.1,3,30,0,1,0,.0099999998
1120,42,2.45,0,.86667001,.1,5,50,0,1,0,.0099999998
930,48,2.5999999,0,.69090998,4,135,33.75,0,1,0,16
970,43,3.0899999,0,.97959,.1,4,40,0,1,0,.0099999998
930,15,1.86,0,.66070998,.1,4,40,1,1,0,.0099999998
1170,41,2.97,0,.98304999,.1,2,20,1,1,0,.0099999998
1220,18,3.3800001,0,.93651003,3.13,8,2.5559106,0,1,0,9.7968998
1140,17,3.8199999,0,.80952001,2.21,3,1.3574661,1,1,0,4.8841
880,16,1.6799999,0,.87234002,4.55,89,19.56044,1,1,0,20.702499
1130,94,1.91,0,.79364997,1.59,51,32.07547,0,1,0,2.5281
880,16,1.5,0,.79592001,1.42,27,19.014084,1,1,0,2.0164001
1030,108,3.05,0,1.0599999,1.59,7,4.4025159,1,1,0,2.5281
1010,13,2,0,1.06122,1.42,31,21.830986,0,1,0,2.0164001
1120,17,3.52,0,.93102998,2.81,5,1.7793595,0,1,0,7.8961
810,84,2.78,0,1.025,2.38,12,5.042017,1,1,0,5.6644001
1160,49,3.6099999,0,.96609998,2.78,4,1.438849,0,1,0,7.7284002
1110,14,2.78,0,.98214,2.6,63,24.23077,1,1,0,6.7600002
1370,73,3.23,0,.82666999,2.62,13,4.961832,0,1,0,6.8643999
950,114,2.6199999,0,.75926,2.47,26,10.526316,1,1,0,6.1009002
960,92,3.03,1,.60000002,2.65,42,15.849056,0,1,0,7.0225
1310,15,3.46,0,1.04688,1.68,6,3.5714285,1,1,0,2.8224001
1030,14,.85000002,0,.77586001,2.73,59,21.611721,0,1,0,7.4528999
1160,42,2.02,0,.84127003,3.89,36,9.2544985,0,1,0,15.1321
1180,15,3.0599999,0,.87301999,2.46,44,17.886179,0,1,0,6.0516
1080,17,1.17,0,1.03774,4.04,63,15.594059,0,1,0,16.3216
950,13,2.8399999,0,.89999998,1.59,18,11.320755,0,1,0,2.5281
1170,14,3.28,0,.74627,1.71,4,2.3391812,0,1,0,2.9240999
790,79,2.5899999,0,1.07895,4.02,64,15.920398,1,1,0,16.1604
940,73,2.4200001,0,.84314001,6,281,46.833332,0,1,0,36
1090,38,1.92,0,.73016,6.5,71,10.923077,0,1,0,42.25
1280,101,3.3900001,0,.93939,6,54,9,1,1,0,36
1270,116,3.8399999,0,.76389003,6,1,.16666667,0,1,0,36
1090,11,2.54,0,1.1372499,7.2,269,37.361111,1,1,0,51.84
1360,108,3.97,0,.97101003,4.59,1,.21786493,1,1,0,21.0681
1320,119,3.21,0,.80822003,4.59,17,3.7037036,0,1,0,21.0681
910,15,3.0599999,0,.85714,4.84,133,27.47934,0,1,0,23.4256
880,40,2.0699999,0,.79592001,1.7,31,18.235294,0,1,0,2.8900001
1110,50,2.9400001,0,.70769,1.26,9,7.1428571,0,1,0,1.5876
990,72,2.2,0,.73684001,1.61,30,18.633541,0,1,0,2.5920999
1250,49,4,0,.76055998,4.69,1,.21321961,0,1,0,21.996099
770,43,2.1099999,0,.79070002,1.37,22,16.058393,0,1,0,1.8769
890,17,2.8800001,0,.81633002,1.83,22,12.021858,0,1,0,3.3489001
1220,113,3,0,.87691998,1.72,15,8.7209301,0,1,0,2.9584
1220,84,3.21,0,.74286002,2.25,5,2.2222223,0,1,0,5.0625
1130,13,2.53,0,.94827998,6.63,276,41.62896,0,1,0,43.956902
970,17,2.23,0,.94,6.63,212,31.975866,0,1,0,43.956902
1230,56,3.0699999,0,.75713998,6.75,35,5.185185,1,1,0,45.5625
1050,89,2.3299999,0,.90908998,5.95,59,9.915966,1,1,0,35.4025
1350,48,3.8499999,0,.80000001,6.75,7,1.037037,0,1,0,45.5625
870,44,2.22,0,.77551001,6.75,259,38.370369,0,1,0,45.5625
890,50,3.3599999,0,.97777998,6.75,59,8.7407408,1,1,0,45.5625
970,15,3.8,0,.83019,.74,2,2.7027028,0,1,0,.54759997
1220,50,3.0999999,0,1.03333,4.22,95,22.511848,0,1,0,17.808399
1040,62,3.04,0,.57576001,4.82,27,5.6016598,0,1,0,23.232401
920,105,2.8299999,1,.73584998,4.74,244,51.476791,0,1,0,22.4676
940,46,2.6900001,0,.88,.1,3,30,1,1,0,.0099999998
1060,38,2.78,0,.76666999,1.21,18,14.876033,1,1,0,1.4641
720,10,1.4,0,1.11765,1.14,31,27.192982,1,1,0,1.2996
900,95,2.1600001,1,.875,1.99,52,26.130653,0,1,0,3.9600999
980,13,4,0,1.0851099,.72,2,2.7777777,1,1,0,.51840001
1000,14,3.0699999,0,.92308003,.72,6,8.333333,1,1,0,.51840001
1270,18,3.6600001,0,.84057999,2.1,7,3.3333333,0,1,0,4.4099998
990,77,2.1199999,0,.76786,1.96,6,3.0612245,0,1,0,3.8415999
1000,14,2.4200001,0,.63933998,2.66,43,16.165413,0,1,0,7.0756001
1240,19,2.21,0,.90768999,4.56,56,12.280702,0,1,0,20.7936
500,121,2.02,1,.66667002,4.75,145,30.526316,0,0,1,22.5625
1300,80,3.3800001,0,.83099002,2.65,4,1.509434,0,1,0,7.0225
1360,18,2.8299999,0,1,2.41,35,14.522821,0,1,0,5.8081002
910,47,2.51,0,.65455002,2.29,36,15.720524,1,1,0,5.2441001
930,100,2.3599999,0,.75471997,1.39,7,5.0359712,1,1,0,1.9321001
970,112,2.45,0,.67241001,2.25,15,6.6666665,0,1,0,5.0625
960,46,2.8,0,.84614998,2.35,32,13.617022,0,1,0,5.5225
940,92,2.97,0,.77358001,3.35,11,3.283582,1,1,0,11.2225
830,64,1.7,0,.97618997,1.92,67,34.895832,0,1,0,3.6863999
1120,126,2.0999999,0,.96490997,2.33,23,9.8712444,0,1,0,5.4288998
1130,53,2.71,0,.88332999,1.95,4,2.0512822,0,1,0,3.8025
980,50,2.9400001,0,.58064997,2.65,17,6.4150944,0,1,0,7.0225
790,18,1.05,0,.79544997,2.76,68,24.637682,0,1,0,7.6176
1030,48,2.79,0,.80702001,3.26,26,7.9754601,0,1,0,10.6276
990,82,2.8599999,0,.80000001,3.62,20,5.5248618,1,1,0,13.1044
880,50,2.9400001,0,.87234002,3.26,19,5.8282208,1,1,0,10.6276
970,96,2.28,1,.90196002,1.84,27,14.673913,0,0,1,3.3856001
960,46,1.73,1,.74545002,1.7,27,15.882353,0,1,0,2.8900001
1230,15,3.53,0,.78261,4.81,48,9.9792099,0,1,0,23.136101
970,15,2.26,0,.76363999,2.85,73,25.614035,1,1,0,8.1225004
930,78,2.8900001,0,1.1627899,3.16,57,18.037975,1,1,0,9.9856005
1110,86,3,0,.94736999,3.48,102,29.310345,0,1,0,12.1104
1100,63,2.74,0,.89655,3.61,99,27.423822,0,1,0,13.0321
1310,116,3.6600001,0,.92646998,6.09,19,3.1198688,0,1,0,37.0881
990,83,3.0999999,0,.80000001,2.16,8,3.7037036,1,1,0,4.6655998
950,117,2.97,0,.63792998,3.02,1,.33112583,0,1,0,9.1204004
1190,109,2.95,0,.98333001,.79,46,58.227848,1,1,0,.62410003
1120,74,2.55,0,1.07407,4.22,98,23.22275,1,1,0,17.808399
1240,118,3.46,0,.82353002,4.25,37,8.7058821,0,1,0,18.0625
1040,13,4,0,.85714,2.1,45,21.428572,0,1,0,4.4099998
880,61,1.6,0,1.09524,2.08,107,51.442307,1,1,0,4.3263998
1060,15,3.0599999,1,.92727,6.57,141,21.461187,0,1,0,43.164902
1010,16,2.8099999,0,.65574002,6.56,266,40.548782,1,0,0,43.0336
1090,44,2.4000001,0,1.0566,3.15,38,12.063492,1,1,0,9.9224997
1220,74,3.21,0,.82090002,3.12,3,.96153843,1,1,0,9.7343998
1120,15,4,0,1.03636,2.78,4,1.438849,0,1,0,7.7284002
1160,52,3.26,0,.78461999,2.15,26,12.093023,0,1,0,4.6224999
950,45,3.1300001,0,.97917002,4.79,49,10.229645,1,1,0,22.944099
1140,41,2.29,0,.89999998,2.33,107,45.922749,0,1,0,5.4288998
1010,44,2.45,0,.71186,1.24,50,40.322582,1,1,0,1.5376
1140,17,3.23,0,.93220001,1.45,51,35.172413,1,1,0,2.1025
1140,14,3.0699999,1,.62857002,3.48,32,9.1954021,0,1,0,12.1104
910,13,2.53,0,1.21951,2.85,52,18.245613,0,1,0,8.1225004
1040,49,3.4400001,0,.73333001,5.36,28,5.2238808,1,1,0,28.729601
1300,51,3.05,0,.96969998,1.05,1,.95238096,1,1,0,1.1025
1130,17,3.1700001,0,.88332999,1.42,35,24.647888,1,1,0,2.0164001
1200,46,2.6700001,0,.73913002,1.24,15,12.096774,0,1,0,1.5376
1170,17,3.8199999,0,.80000001,1.3,6,4.6153846,0,1,0,1.6900001
910,11,4,0,.59649003,4.26,156,36.619717,0,1,0,18.1476
1010,12,1.91,1,.77192998,2.39,43,17.991632,0,1,0,5.7121
850,15,3.73,0,.77082998,2.82,37,13.120567,0,1,0,7.9524002
1000,63,3.1400001,0,.72413999,1.39,12,8.6330938,1,1,0,1.9321001
970,15,2.73,0,1.02083,3.16,173,54.746834,0,1,0,9.9856005
1200,15,3.26,0,.84614998,3.19,91,28.526646,0,1,0,10.1761
930,82,2.9200001,0,1.0666699,2.68,50,18.656717,1,1,0,7.1824002
1160,18,3.05,0,.75757998,.52,5,9.6153851,1,1,0,.27039999
870,45,2.8,0,.67308003,2.14,7,3.271028,1,1,0,4.5795999
980,45,2.6600001,0,.58064997,3.77,151,40.053051,0,1,0,14.2129
1260,76,3.47,0,.82608998,.87,11,12.643678,0,1,0,.75690001
910,84,3.52,0,.81999999,4.31,8,1.8561485,1,1,0,18.576099
1010,53,2.26,0,1.10417,1.97,18,9.1370554,0,1,0,3.8808999
1020,13,1.3,0,1.125,1.35,60,44.444443,0,1,0,1.8225
910,15,2.8599999,1,.68519002,3.48,177,50.862068,0,1,0,12.1104
1160,47,3.1199999,0,.78461999,4.63,32,6.911447,0,1,0,21.436899
860,16,2.6199999,0,1,1.96,35,17.857143,0,1,0,3.8415999
920,112,3.8499999,0,1.04444,2.3,20,8.695652,0,1,0,5.29
960,15,1.26,0,.81132001,1.09,52,47.706421,1,1,0,1.1881
760,74,2.3499999,0,.94871998,1.73,47,27.167629,1,1,0,2.9928999
1000,16,2,0,.88678998,4.89,98,20.040899,0,1,0,23.9121
820,113,3.1199999,1,1.10256,.9399999999999999,43,45.744682,0,1,0,.8836
1000,15,1.6,0,.92308003,2.96,64,21.621622,1,1,0,8.7615995
1300,78,3.1700001,0,.73333001,2.46,80,32.520325,0,1,0,6.0516
1140,17,4,0,.80952001,2.49,1,.40160644,0,1,0,6.2000999
1190,44,2.97,0,.83077002,3.03,22,7.260726,1,1,0,9.1808996
710,12,2.9100001,0,1.08824,1.69,16,9.4674559,1,1,0,2.8561001
1080,105,2.4000001,0,.6875,2.88,81,28.125,0,1,0,8.2944002
1330,61,3,0,.77332997,4.79,20,4.1753654,0,1,0,22.944099
1120,47,3.46,0,1.15385,6.58,88,13.37386,1,1,0,43.296398
920,86,2.8199999,0,.80391997,6.18,123,19.902912,1,1,0,38.192402
920,110,3.1500001,0,.58621001,4.07,29,7.1253071,1,1,0,16.564899
1060,120,2.6099999,0,1.12,4.39,32,7.2892938,1,1,0,19.2721
940,45,2.04,1,.91837001,1.79,49,27.374302,0,1,0,3.2040999
720,12,1,1,.71429002,8.5,290,34.117645,0,1,0,72.25
1130,116,2.9400001,0,.79364997,.78,56,71.794868,0,1,0,.60839999
1070,52,3.9400001,0,.78333002,4.35,25,5.7471266,0,1,0,18.922501
1050,13,1.92,0,.84210998,4.58,86,18.777292,1,1,0,20.9764
970,13,3.0699999,0,.97959,1.9,37,19.473684,0,1,0,3.6099999
1130,17,2.3499999,0,.82257998,6.09,82,13.464696,1,1,0,37.0881
910,80,2.45,0,1.11628,2.95,20,6.7796612,1,1,0,8.7025003
1180,15,2.2,0,1,7.37,165,22.38806,1,1,0,54.316898
670,118,2.02,1,.91429001,3.15,231,73.333336,0,0,1,9.9224997
1180,16,2,0,.81537998,1.64,25,15.243902,0,1,0,2.6896
1310,81,3.3399999,0,.81944001,1.93,1,.51813471,0,1,0,3.7249
1020,79,2.98,0,.82143003,4.08,64,15.686275,1,1,0,16.6464
1210,17,3.6400001,0,.75362003,4.86,60,12.345679,0,1,0,23.6196
1070,114,3.23,0,.84482998,4.61,77,16.70282,1,1,0,21.2521
1020,51,3.47,1,1.08163,4.68,75,16.02564,1,1,0,21.902399
880,111,2.72,0,.75999999,4.35,96,22.068966,1,1,0,18.922501
1140,14,3.78,0,1,.9,4,4.4444447,1,1,0,.81
920,43,2.02,0,1.1395299,3.86,91,23.57513,1,1,0,14.8996
1100,17,3.29,0,.89655,2.11,13,6.1611376,0,1,0,4.4520998
1040,73,2.5,1,.7931,2.92,85,29.109589,0,1,0,8.5263996
1150,78,2.47,0,.69117999,5.01,73,14.570858,0,1,0,25.1001
940,17,1.9400001,0,.95832998,4.67,100,21.413277,1,1,0,21.808901
870,81,2,0,.67308003,.39,28,71.794868,1,1,0,.1521
1110,109,2.9000001,0,1.09434,4.91,71,14.460285,1,1,0,24.108101
1070,48,1.97,0,.84482998,6.09,71,11.658457,1,1,0,37.0881
1050,126,3.46,0,.84210998,1.65,35,21.212122,0,1,0,2.7225001
1140,86,3.3900001,0,.93220001,1.24,16,12.903226,1,1,0,1.5376
1250,101,2.45,0,.81159002,2.46,62,25.203253,0,1,0,6.0516
890,12,2,0,1.17073,1.5,104,69.333336,1,1,0,2.25
990,55,3.3599999,0,1.1521699,1.45,13,8.965517,0,1,0,2.1025
1100,82,2.9200001,0,.74602997,1.86,37,19.892473,0,1,0,3.4596
1070,15,3.9300001,0,.81356001,2.19,17,7.762557,0,1,0,4.7961001
990,89,2.55,0,.94117999,1.52,58,38.157894,1,1,0,2.3104
1210,17,2.8199999,0,.75362003,2.58,24,9.3023252,0,1,0,6.6564002
1150,17,3,0,.71641999,2.49,36,14.457831,0,1,0,6.2000999
1060,49,3.6099999,0,.89286,2.33,12,5.1502147,1,1,0,5.4288998
1090,14,2.71,0,.67692,3.09,92,29.773462,0,1,0,9.5481005
1030,97,2.01,1,.68852001,3.84,129,33.59375,0,1,0,14.7456
1090,110,2.75,0,.78688997,6.93,195,28.138529,0,1,0,48.024899
990,66,2.5999999,0,.73684001,1.56,26,16.666666,0,1,0,2.4335999
1020,17,2.52,0,.78947002,5.62,230,40.925266,1,1,0,31.5844
1100,75,2.3399999,0,.83332998,2.76,98,35.507248,0,1,0,7.6176
1110,42,1.92,0,.81967002,5.19,233,44.894028,0,1,0,26.9361
1040,14,1.85,0,.7931,5.54,202,36.462093,1,1,0,30.691601
1120,17,3.4100001,0,.86667001,3.38,54,15.976332,0,1,0,11.4244
890,18,1.4400001,0,1.225,.1,9,90,1,0,0,.0099999998
900,78,2.0699999,0,.875,1.69,24,14.201183,1,1,0,2.8561001
1110,44,3.1300001,0,.91378999,5.01,93,18.562874,1,1,0,25.1001
740,118,2.98,0,.94736999,1.54,40,25.974026,0,1,0,2.3715999
1010,48,2.5599999,0,.74137998,3.36,116,34.523811,0,1,0,11.2896
1090,13,2.1500001,0,.70313001,3.33,155,46.546547,0,1,0,11.0889
950,13,3.53,0,.79245001,3.33,28,8.4084082,1,1,0,11.0889
1080,46,2.04,0,1.16,.79,42,53.164558,1,1,0,.62410003
1070,16,2.1800001,0,.64614999,8.619999999999999,419,48.607887,0,1,0,74.304398
1200,50,2.8199999,0,.73913002,.73,24,32.876713,0,1,0,.53289998
1090,50,2.3399999,0,.91228002,3.6,170,47.222221,1,1,0,12.96
910,15,3,0,.78430998,3.23,122,37.770897,1,1,0,10.4329
1020,62,2.96,0,1.125,4.38,191,43.607307,1,1,0,19.184401
1030,44,2.22,0,.87273002,3.5,136,38.857143,1,1,0,12.25
880,71,2.49,1,.95556003,3.7,165,44.594593,0,1,0,13.69
1080,119,2.6800001,0,.83051002,2.4,54,22.5,0,1,0,5.7600002
890,44,2.6800001,0,.85417002,3.73,146,39.14209,1,1,0,13.9129
1060,43,2.8800001,0,.68254,3.73,73,19.571045,1,1,0,13.9129
1190,121,3.9000001,0,.75,3.89,1,.25706941,1,1,0,15.1321
880,49,2.8299999,0,.87234002,3.73,130,34.852547,1,1,0,13.9129
990,43,3.3699999,0,.73684001,3.73,65,17.426273,0,1,0,13.9129
1040,50,1.9400001,0,.70491999,3.73,192,51.474529,0,1,0,13.9129
920,110,2.8299999,0,1,5.06,140,27.667984,1,1,0,25.6036
1070,14,2.5699999,0,.81356001,4.69,177,37.739872,0,1,0,21.996099
1100,16,2.8099999,0,.77419001,6.4,189,29.53125,0,1,0,40.959999
1200,49,3.5699999,0,.73913002,6.41,36,5.6162248,0,1,0,41.0881
1180,81,3.3199999,0,.84375,6.49,49,7.550077,0,1,0,42.120098
1020,17,3.05,0,1.04,1.9,32,16.842106,1,1,0,3.6099999
1110,41,2.97,1,.73438001,6.09,17,2.7914615,0,1,0,37.0881
1040,85,3.04,0,.85714,1.65,13,7.878788,0,1,0,2.7225001
1190,86,3.8399999,0,.75,1.14,3,2.6315789,0,1,0,1.2996
1010,16,2.25,0,.62902999,3.21,102,31.775702,0,1,0,10.3041
1250,47,3.8499999,0,.89393997,1.41,5,3.5460992,1,1,0,1.9881001
1200,18,3.4400001,0,.84614998,1.12,14,12.5,0,1,0,1.2544
1100,82,2.6300001,0,.86440998,5.11,61,11.937378,1,1,0,26.112101
990,15,2.6600001,0,1.2,2.78,75,26.978416,1,1,0,7.7284002
1060,49,2.3599999,0,1.03846,3.16,106,33.544304,1,1,0,9.9856005
1050,16,3.5599999,0,.98113,2.78,67,24.100719,1,1,0,7.7284002
910,16,3.1800001,0,.68519002,2.78,28,10.071942,0,1,0,7.7284002
950,45,3.0799999,0,.69643003,3.16,65,20.56962,0,1,0,9.9856005
1040,41,1.95,0,.92593002,2.46,107,43.495934,1,1,0,6.0516
1100,17,2.76,0,1.5,4.89,113,23.108385,1,1,0,23.9121
930,16,2.6800001,0,.60345,3.73,111,29.758713,0,1,0,13.9129
1000,82,2.8099999,0,.66667002,3.35,105,31.343283,1,1,0,11.2225
920,124,3.46,0,.95744997,1.52,21,13.815789,0,1,0,2.3104
1120,14,2.21,0,1,.96,52,54.166668,0,1,0,.92159998
1190,74,2.1400001,0,.83077002,2.64,33,12.5,0,1,0,6.9696002
1200,78,2.71,0,.93548,1.19,54,45.378151,1,1,0,1.4161
1010,39,2.3499999,1,.77192998,7.71,129,16.731518,0,1,0,59.444099
1190,54,2.79,0,.98333001,2.03,20,9.8522167,0,1,0,4.1209002
930,49,2.6700001,0,1.11364,1.84,57,30.97826,0,1,0,3.3856001
1220,15,1.86,0,.69444001,2.21,150,67.873306,0,1,0,4.8841
1000,17,2.3499999,0,.85184997,.1,1,10,1,1,0,.0099999998
810,13,1,0,.80000001,2.26,26,11.504425,0,0,0,5.1076002
1210,17,3.23,0,.83332998,2.26,5,2.2123895,0,1,0,5.1076002
920,53,3.0899999,0,.87755001,2.09,26,12.440191,1,1,0,4.3681002
670,97,2.1199999,0,.76315999,1.52,6,3.9473684,1,0,1,2.3104
960,112,3.47,0,1.13333,1.52,9,5.9210525,1,1,0,2.3104
820,19,2.5699999,0,1.21622,1.66,26,15.662651,1,0,1,2.7556
910,81,2.5999999,0,1.21951,1.58,31,19.620253,0,1,0,2.4964001
720,121,2.5899999,0,1,1.52,14,9.2105265,1,0,1,2.3104
900,90,2.22,0,1.04545,1.58,7,4.4303799,1,0,1,2.4964001
1040,115,2.8399999,0,.7931,1.52,21,13.815789,0,1,0,2.3104
740,104,3.02,0,.76190001,1.52,9,5.9210525,1,1,0,2.3104
1220,109,2.5799999,0,.93651003,1.52,1,.65789473,1,1,0,2.3104
850,17,2.3499999,0,.88889003,1.66,34,20.481928,0,1,0,2.7556
710,15,2.73,0,.73171002,1.66,20,12.048193,0,1,0,2.7556
1430,17,3.76,0,.93243003,1.66,1,.60240966,0,1,0,2.7556
880,15,2.6600001,0,1.04651,.2,9,45,1,1,0,.039999999
1130,48,4,0,1.09259,.29,2,6.8965516,1,1,0,.084100001
1000,14,2.4200001,1,.88678998,.2,11,55,0,1,0,.039999999
1010,99,2.9200001,0,.87036997,2.9,19,6.551724,0,1,0,8.4099998
1390,123,2.77,0,.85333002,2.9,2,.68965518,0,1,0,8.4099998
1020,87,3.05,0,.78947002,3.22,68,21.118011,0,1,0,10.3684
880,110,2.71,0,.79592001,2.9,45,15.517241,0,1,0,8.4099998
1030,14,1.92,0,.87273002,2.15,33,15.348837,0,1,0,4.6224999
1000,67,2.3199999,0,.92308003,2.7,40,14.814815,0,1,0,7.29
880,16,3.3699999,0,.69230998,2.15,41,19.069767,0,1,0,4.6224999
1170,53,3.8099999,0,.77272999,2.75,3,1.0909091,0,1,0,7.5625
1280,124,3.9200001,0,.75342,2.9,4,1.3793104,1,1,0,8.4099998
820,119,2.54,0,1.34286,2.9,20,6.8965516,1,1,0,8.4099998
1190,111,3.6099999,0,.83077002,2.9,7,2.4137931,1,1,0,8.4099998
790,17,2.05,1,.88094997,2.35,90,38.297871,0,0,1,5.5225
1070,49,2.9300001,0,.72580999,2.75,61,22.181818,0,1,0,7.5625
1110,17,3.1099999,0,.76190001,2.15,75,34.88372,0,1,0,4.6224999
980,117,2.98,0,1.04167,5.75,65,11.304348,1,1,0,33.0625
1270,16,3.6199999,0,.81428999,2.15,23,10.697675,0,1,0,4.6224999
1090,49,2.6700001,0,.57971001,2.75,19,6.909091,0,1,0,7.5625
990,105,1.87,0,.98000002,2.9,40,13.793103,0,1,0,8.4099998
1000,15,2.1300001,0,.75439,2.62,35,13.358779,0,1,0,6.8643999
1060,17,2.5799999,0,.76666999,2.62,30,11.450381,1,0,1,6.8643999
1090,17,3.4100001,0,.73016,2.53,24,9.486166,1,1,0,6.4008999
1080,74,2.5,0,.77048999,2.36,42,17.79661,0,1,0,5.5696001
920,16,3.4300001,0,.91667002,2.53,23,9.090909,1,1,0,6.4008999
1430,53,3.9400001,0,1.01408,2.24,2,.89285713,0,1,0,5.0176001
1320,82,3.6300001,0,.71429002,2.36,1,.42372882,1,1,0,5.5696001
1040,16,2.0599999,0,.92593002,2.53,31,12.252964,1,1,0,6.4008999
950,17,2.8199999,0,1.0212801,2.36,80,33.898304,1,1,0,5.5696001
970,113,2.6900001,0,1.15556,2.22,34,15.315315,0,1,0,4.9284
1090,60,3.03,0,.84745997,2.36,27,11.440678,1,1,0,5.5696001
980,96,3.6500001,0,.81480998,2.22,9,4.0540543,1,1,0,4.9284
1080,16,3,0,.74194002,2.53,28,11.067194,1,1,0,6.4008999
860,108,2.74,0,1.0476201,.14,6,42.857143,1,1,0,.0196
910,14,2.6400001,0,1.11628,.26,5,19.23077,1,1,0,.067599997
1010,22,3.1800001,0,.87036997,.26,7,26.923077,0,1,0,.067599997
1010,47,1.59,0,.57813001,2.8,107,38.214287,0,1,0,7.8400002
1120,42,2.73,0,.83607,2.8,5,1.7857143,0,1,0,7.8400002
950,117,3.1099999,0,.79245001,2.8,17,6.0714288,1,1,0,7.8400002
780,76,3.6700001,0,.73333001,2.8,36,12.857142,1,0,1,7.8400002
1130,81,3.3699999,0,.76563001,2.8,16,5.7142859,1,0,1,7.8400002
940,10,2.2,0,.74074,3.4,53,15.588235,1,1,0,11.56
1020,44,3.1800001,0,.82143003,2.8,20,7.1428571,1,1,0,7.8400002
1020,108,2.75,0,.75862002,2.8,36,12.857142,1,1,0,7.8400002
890,76,3.3599999,0,1.225,2.8,18,6.4285712,1,1,0,7.8400002
1070,13,1.92,0,1.18367,3.4,108,31.764706,0,1,0,11.56
850,123,2.5699999,0,.69999999,2.8,52,18.571428,0,1,0,7.8400002
