household_head,children,married,hh_income
Female,3,Yes,81174.633770239
Female,3,Yes,122412.29760986893
Male,3,Yes,53973.400154202
Male,2,Yes,11301.464919043947
Male,1,Yes,19564.37933693138
Female,1,Yes,202390.13107170392
Male,0,Yes,120101.00231303005
Male,2,Yes,134926.75404780262
Female,2,Yes,94516.19121048573
Male,1,Yes,53835.77486507324
Male,4,Yes,60447.18581341557
Female,4,Yes,85678.48882035466
Male,1,Yes,64797.22436391673
Female,0,Yes,43179.25983037779
Male,0,Yes,45203.16114109483
Male,2,Yes,139535.85196607554
Female,2,Yes,87002.1202775636
Male,0,Yes,47233.80878951426
Female,0,Yes,91746.14494988434
Male,2,No,9444.872783346183
Female,0,Yes,153430.60909791826
Male,4,Yes,108483.80878951425
Female,4,Yes,216695.06553585196
Male,2,Yes,108131.6499614495
Female,2,Yes,107996.7232074017
Male,2,Yes,56585.582112567456
Male,1,Yes,17540.47802621434
Male,1,Yes,31033.1534309946
Female,1,Yes,83654.58750963763
Male,1,Yes,68812.64456437933
Female,1,Yes,91825.75173477255
Female,0,Yes,37354.47185813415
Male,2,Yes,33554.934464148035
Female,2,Yes,110352.54433307632
Female,0,Yes,81225.90593677717
Male,0,Yes,48574.98072474942
Female,0,Yes,46617.1935235158
Male,0,Yes,56693.523515805704
Male,0,Yes,270055.8982266769
Female,0,Yes,162114.49498843483
Male,3,Yes,14841.942945258286
Female,0,No,414225.134926754
Female,0,Yes,13897.455666923668
Female,2,No,17085.774865073243
Male,2,No,12143.407864302235
Male,1,Yes,53977.44795682343
Female,1,Yes,60723.785659213565
Female,0,Yes,55319.96915959907
Male,0,No,57141.48033924441
Female,0,No,72828.06476484194
Male,0,Yes,78260.21588280647
Female,0,Yes,94482.45952197378
Male,2,Yes,3134.3484965304547
Female,2,No,25402.659984579797
Male,0,Yes,32382.420971472628
Female,0,Yes,35080.95605242868
Female,3,Yes,26985.35080956052
Female,2,Yes,126831.14880493445
Male,2,Yes,128180.41634541248
Female,0,No,215882.80647648417
Female,0,No,225327.67925983036
Male,2,Yes,91563.99383191981
Male,0,Yes,42905.35851966075
Male,1,Yes,44141.287586738625
Male,0,Yes,60722.43639167309
Female,0,Yes,66119.50655358519
Male,2,Yes,7758.28835774865
Female,2,Yes,130101.77332305319
Male,1,Yes,6071.703932151117
Male,3,Yes,28064.764841942942
Female,3,Yes,77063.41557440246
Female,0,No,94334.0400925212
Female,2,Yes,47244.60292983808
Female,0,Yes,34510.21588280647
Female,4,No,39128.75867386276
Female,0,No,62336.160370084806
Male,0,Yes,5734.387047031611
Male,4,Yes,26985.35080956052
Male,2,Yes,10794.14032382421
Male,1,Yes,36915.95990747879
Female,1,Yes,35620.66306861989
Male,4,Yes,24286.81572860447
Female,1,Yes,53970.70161912104
Male,0,Yes,43395.142636854274
Female,0,Yes,51272.166538164995
Male,0,Yes,47898.997686969924
Male,0,Yes,175425.01927525055
Female,0,Yes,101197.76407093291
Female,0,Yes,179526.79259830376
Female,1,Yes,14167.309175019274
Male,0,Yes,3486.5073245952194
Female,0,Yes,38934.46414803392
Female,1,Yes,168692.17424826522
Male,1,Yes,74243.44641480339
Male,2,Yes,12904.394757131842
Male,0,No,110965.11179645335
Female,1,No,21588.28064764842
Female,2,Yes,5293.176561295297
Male,0,No,88799.34464148033
Male,0,No,75286.4302235929
Male,2,Yes,67463.37702390131
Female,0,Yes,107941.40323824208
Male,0,Yes,74209.71472629144
Male,0,Yes,1888.9745566692366
Male,3,Yes,8500.385505011565
Male,2,Yes,100131.84271395528
Female,0,No,156515.03469545103
Male,3,Yes,13829.992289899768
Male,0,Yes,44525.82883577486
Female,0,Yes,202390.13107170392
Female,2,No,38052.043176561296
Male,0,No,24556.669236700076
Female,0,Yes,113472.05088666151
Female,0,Yes,126801.46491904394
Male,0,Yes,7427.717810331534
Female,0,Yes,95797.99537393985
Female,2,No,4722.436391673092
Male,2,Yes,56685.42791056283
Female,2,Yes,40482.074016962215
Male,2,Yes,40482.074016962215
Female,2,No,156515.03469545103
Male,0,No,183500.38550501154
Female,0,No,25636.083269082497
Female,0,No,29953.73939861218
Female,0,Yes,67463.37702390131
Male,0,Yes,67463.37702390131
Female,0,Yes,159982.65227447957
Male,0,Yes,148755.3970701619
Male,0,Yes,80956.05242868156
Female,1,Yes,86903.62374710871
Male,1,Yes,80956.05242868156
Male,1,Yes,49922.89899768696
Female,1,Yes,72860.4471858134
Male,0,No,16353.122590593677
Male,4,Yes,67520.04626060138
Female,4,Yes,101308.40400925212
Male,0,No,632806.4764841943
Male,0,Yes,32382.420971472628
Female,0,Yes,81827.67925983037
Female,0,Yes,71511.17964533539
Male,0,Yes,67464.72629144178
Female,0,Yes,67464.72629144178
Female,2,Yes,127736.50732459521
Male,1,Yes,132503.46954510408
Female,1,Yes,288851.19506553584
Female,0,No,300673.4772552043
Female,1,Yes,151117.96453353894
Female,0,Yes,67464.72629144178
Female,1,Yes,52688.89745566692
Female,0,Yes,51713.37702390131
Male,0,Yes,46313.608326908245
Female,1,Yes,134940.24672320738
Male,1,Yes,60717.039321511176
Male,3,Yes,24308.404009252117
Female,3,Yes,80977.64070932922
Male,0,Yes,13492.67540478026
Female,0,Yes,33731.688511950655
Female,2,No,13492.67540478026
Female,2,Yes,36700.07710100231
Male,2,Yes,23477.255204317655
Male,0,Yes,21048.573631457206
Female,0,Yes,24286.81572860447
Male,0,Yes,92357.36314572088
Female,0,Yes,169265.61295296837
Female,0,Yes,40762.72166538164
Male,2,Yes,52081.727062451806
Male,0,Yes,27085.196607555896
Female,1,Yes,22667.69468003084
Female,1,Yes,7825.751734772552
Female,0,No,14570.740169622204
Male,2,Yes,53970.70161912104
Male,0,No,105242.86815728604
Male,1,No,5897.648419429452
Female,2,Yes,3643.0223592906705
Male,2,Yes,72340.97918272937
Female,2,Yes,170211.44949884346
Female,0,No,144574.01696222048
Female,2,Yes,75560.33153430994
Male,2,Yes,66115.45875096376
Male,0,Yes,95123.36160370085
Female,0,Yes,101869.69930609097
Female,0,Yes,58007.7101002313
Male,1,Yes,8712.220508866614
Female,2,Yes,315298.18812644563
Male,2,Yes,152021.9737856592
Female,0,No,328790.8635312259
Male,3,Yes,33893.60061680801
Female,3,Yes,10686.198920585966
Female,0,Yes,60209.71472629144
Male,2,Yes,62175.59753276792
Female,1,Yes,98237.47108712413
Male,1,Yes,83654.58750963763
Male,2,Yes,109560.52428681572
Female,2,Yes,116306.86198920585
Male,1,Yes,52621.43407864302
Female,1,Yes,72860.4471858134
Male,2,Yes,6543.9475713184265
Male,3,Yes,1567.8488820354664
Male,1,Yes,13392.829606784888
Male,3,Yes,135106.20663068618
Female,2,Yes,53977.44795682343
Male,2,Yes,22937.548188126442
Male,2,Yes,34019.08249807247
Female,0,Yes,124522.55204317655
Male,3,Yes,13514.26368542791
Male,0,Yes,22277.75636083269
Male,2,Yes,45888.58905165767
Female,0,No,72927.9105628373
Male,1,Yes,162181.95836545873
Female,1,Yes,117750.57825751734
Female,0,No,171721.27987663838
Male,0,Yes,47838.28064764842
Female,0,Yes,176898.41942945257
Male,2,Yes,2698.5350809560523
Male,1,Yes,21588.28064764842
Female,1,Yes,34433.307632999225
Male,1,Yes,63415.574402467224
Female,2,Yes,141673.09175019275
Male,2,Yes,73670.00771010022
Female,0,Yes,32228.604471858132
Male,0,Yes,17970.89437162683
Female,0,No,2698.5350809560523
Male,2,Yes,78333.07632999228
Female,2,Yes,67520.04626060138
Male,0,No,145853.12259059367
Female,0,No,13492.67540478026
Female,0,No,90172.89899768696
Female,0,Yes,74884.34849653045
Female,0,Yes,67463.37702390131
Male,0,Yes,37779.491133384734
Female,2,Yes,100023.90131071703
Male,2,Yes,39398.612181958364
Female,2,Yes,99364.10948342328
Male,0,No,116095.0269853508
Female,0,Yes,88378.37316885119
Male,0,Yes,37241.133384734
Male,0,Yes,84329.22127987663
Female,0,Yes,81198.92058596761
Male,0,Yes,40534.69545104086
Female,0,Yes,87759.05936777177
Male,1,Yes,40478.02621434078
Male,2,Yes,38191.01773323053
Female,2,Yes,56675.983037779486
Male,1,Yes,22937.548188126442
Male,3,Yes,33731.688511950655
Male,0,Yes,86353.12259059367
Female,4,No,107941.40323824208
Male,0,No,14841.942945258286
Female,0,Yes,42083.654587509634
Male,2,Yes,40511.75790285273
Male,2,No,43176.56129529684
Male,0,Yes,55052.81418658442
Male,0,Yes,19677.71781033153
Male,1,Yes,114687.74094063223
Female,1,Yes,79606.78488820355
Male,1,Yes,72860.4471858134
Female,1,Yes,71511.17964533539
Male,0,Yes,35648.99768696993
Female,0,Yes,270421.5497301465
Male,2,Yes,105574.78797224363
Male,0,Yes,9444.872783346183
Male,0,Yes,12143.407864302235
Male,1,No,6475.134926754047
Female,1,Yes,95339.24441017733
Female,0,No,82575.1734772552
Female,0,Yes,86768.6969930609
Female,2,Yes,33731.688511950655
Female,0,Yes,122784.69545104085
Male,0,Yes,117387.62528912874
Male,3,Yes,14701.619121048572
Male,6,Yes,12952.96838858905
Male,2,Yes,63415.574402467224
Female,2,Yes,26985.35080956052
Male,4,Yes,11904.587509637624
Male,0,Yes,58964.34078643022
Female,0,Yes,80014.2636854279
Male,0,Yes,121434.07864302235
Female,1,Yes,83691.01773323053
Male,1,Yes,18076.137239784115
Male,1,Yes,20239.01310717039
Male,3,Yes,49653.04548959136
Female,3,Yes,63685.42791056283
Male,1,Yes,67463.37702390131
Female,0,No,67463.37702390131
Male,2,Yes,43184.6569005397
Male,2,Yes,80956.05242868156
Female,0,Yes,444769.85350809555
Male,0,Yes,10448.727833461835
Male,0,Yes,36430.2235929067
Male,3,Yes,17400.154202004625
Female,0,No,67463.37702390131
Female,0,No,135121.04857363144
Female,0,No,121442.17424826522
Female,0,No,97440.05397070161
Female,1,Yes,41448.14957594448
Male,1,Yes,81617.1935235158
Female,1,Yes,75545.48959136468
Female,2,Yes,150576.90824980722
Male,2,Yes,53429.64533538936
Female,2,Yes,47359.29067077872
Male,2,Yes,94583.65458750963
Female,4,Yes,101329.99228989976
Male,4,Yes,87837.3168851195
Female,0,No,43986.12181958365
Male,1,Yes,71754.04780262143
Female,1,Yes,48203.93215111796
Male,1,Yes,86094.06322282189
Female,1,Yes,98237.47108712413
Male,2,Yes,126831.14880493445
Female,2,Yes,148419.42945258287
Female,3,Yes,28334.61835003855
Male,3,Yes,105631.45720894371
Female,1,No,25080.18504240555
Male,0,No,30674.248265227445
Female,1,No,9276.21434078643
Female,0,Yes,82123.16885119506
Male,0,Yes,47063.80107941403
Male,1,Yes,25096.376252891285
Female,1,Yes,110100.23130300693
Male,2,Yes,25753.469545104082
Female,2,Yes,57911.91210485736
Male,2,Yes,37779.491133384734
Female,2,Yes,121434.07864302235
Female,1,Yes,60717.039321511176
Male,1,Yes,60717.039321511176
Male,0,Yes,24290.863531225903
Female,0,Yes,22941.59599074788
Male,2,Yes,41827.29375481881
Male,2,Yes,10796.838858905165
Male,2,Yes,62878.565921356974
Female,2,Yes,125619.50655358519
Male,0,Yes,15705.474171164224
Male,0,Yes,102544.33307632999
Female,0,Yes,12952.96838858905
Female,0,Yes,86635.11950655357
Male,0,Yes,49933.69313801079
Female,0,Yes,179951.81187355434
Female,1,Yes,41152.6599845798
Female,2,Yes,88498.45797995373
Male,2,Yes,32382.420971472628
Female,3,No,34471.08712413261
Male,0,No,33823.438704703156
Male,0,Yes,5214.919043947571
Male,0,Yes,61728.98997686969
Female,0,Yes,74547.03161141094
Male,2,Yes,47237.85659213569
Female,2,Yes,63429.06707787201
Female,0,Yes,32854.664610639935
Female,2,Yes,68677.71781033152
Female,0,No,99710.87124132612
Male,2,Yes,70171.35697764071
Female,2,Yes,70171.35697764071
Male,3,Yes,151905.93677717808
Female,3,Yes,178891.28758673862
Female,0,No,277796.64610639936
Female,2,Yes,33731.688511950655
Male,2,Yes,13492.67540478026
Male,2,Yes,135941.40323824208
Female,2,Yes,56331.91981495759
Male,1,Yes,92198.14957594448
Male,0,Yes,28334.61835003855
Female,0,Yes,78257.51734772552
Female,1,No,5127.216653816499
Female,0,Yes,93376.0601387818
Male,0,Yes,28026.98535080956
Male,1,Yes,20373.939861218194
Male,0,No,7488.434849653045
Male,2,Yes,15017.34772552043
Male,1,Yes,35080.95605242868
Male,1,Yes,108192.367000771
Female,1,Yes,16442.174248265226
Female,1,Yes,60784.50269853508
Male,1,Yes,43261.56515034695
Male,1,Yes,34399.575944487275
Female,1,Yes,101593.09946029297
Male,2,Yes,110332.30531996915
Female,2,Yes,60383.7702390131
Female,1,No,2709.3292212798765
Male,0,Yes,71531.41865844255
Female,0,Yes,64772.93754818812
Female,4,Yes,22667.69468003084
Female,0,Yes,25904.587509637622
Female,5,Yes,40478.02621434078
Female,1,Yes,68542.79105628372
Female,0,No,132228.21896684656
Female,2,Yes,117723.59290670778
Male,2,Yes,47561.68080185042
Male,3,Yes,43176.56129529684
Female,3,Yes,94448.72783346183
Male,2,Yes,134504.43330763298
Female,2,Yes,131813.9938319198
Male,0,No,180167.69468003084
Female,0,Yes,57937.54818812644
Female,2,Yes,95538.93600616808
Male,0,No,129551.27216653815
Male,2,Yes,7478.989976869699
Male,2,Yes,47347.14726291441
Female,2,Yes,41950.07710100231
Male,1,Yes,49713.76252891287
Female,1,Yes,114478.60447185813
Female,3,Yes,121434.07864302235
Male,0,Yes,36430.2235929067
Female,0,Yes,26992.097147262913
Male,2,Yes,65439.47571318426
Female,0,No,89861.21819583654
Female,0,Yes,234819.77640709328
Male,0,Yes,50091.55744024672
Female,0,Yes,23803.777949113337
Male,0,Yes,49979.56823438704
Male,0,Yes,51272.166538164995
Female,0,Yes,44477.255204317655
Female,1,Yes,52231.49575944487
Male,2,Yes,48587.12413261372
Female,2,Yes,53984.19429452583
Male,2,Yes,102544.33307632999
Female,2,Yes,116037.00848111024
Female,2,Yes,71360.06168080184
Male,2,Yes,28183.50038550501
Male,2,Yes,89051.65767154972
Female,2,Yes,113338.4734001542
Male,0,No,137625.28912875865
Male,2,Yes,39810.13878180416
Female,0,Yes,2833.461835003855
Male,0,Yes,10794.14032382421
Female,0,Yes,55534.50269853508
Female,0,No,46953.16114109483
Female,0,Yes,36342.521202775635
Female,2,Yes,123889.74556669236
Male,2,Yes,90832.69082498072
Female,1,Yes,48573.63145720894
Male,1,Yes,57208.94371626831
Female,0,Yes,62056.861989205856
Male,2,Yes,64105.050115651495
Female,1,Yes,48033.92444101773
Male,1,Yes,93102.15882806476
Female,1,Yes,94448.72783346183
Male,0,No,93102.15882806476
Male,0,Yes,32551.07941403238
Female,1,Yes,51285.65921356977
Male,1,Yes,94475.71318427139
Male,1,Yes,20252.505782575172
Female,1,Yes,48263.299922898994
Female,2,Yes,78932.15111796453
Male,2,Yes,60055.898226676945
Male,2,Yes,94887.23978411719
Female,2,Yes,102443.13801079414
Male,2,Yes,33731.688511950655
Male,0,Yes,36679.83808789514
Female,1,Yes,96607.55589822667
Female,1,Yes,10346.183500385505
Male,3,Yes,20684.27139552814
Male,2,Yes,47557.63299922898
Female,2,Yes,72519.08249807247
Male,0,Yes,39877.602158828064
Female,0,Yes,60737.27833461834
Female,0,No,57343.87047031611
Male,1,No,8770.23901310717
Male,3,Yes,1146.8774094063222
Male,2,Yes,6681.572860447185
Male,3,Yes,181255.2043176561
Female,3,Yes,137829.02852737086
Male,0,No,226678.29606784886
Female,0,Yes,35114.68774094063
Male,0,Yes,32416.15265998458
Male,0,Yes,33866.61526599846
Female,0,Yes,122176.17579028527
Male,0,No,14059.367771781031
Male,0,Yes,40478.02621434078
Female,0,Yes,120315.53585196607
Male,1,Yes,48145.91364687741
Female,1,Yes,54838.28064764842
Male,3,Yes,4375.674633770239
Male,0,Yes,1194.101773323053
Male,0,No,34811.10254433307
Female,6,Yes,79606.78488820355
Male,6,Yes,45918.27293754819
Male,2,Yes,21588.28064764842
Female,2,Yes,42097.14726291441
Male,1,Yes,60851.96607555898
Female,1,Yes,81090.97918272937
Male,3,Yes,70196.99306090978
Male,0,No,43856.59213569776
Female,0,Yes,155229.18272937546
Male,0,Yes,57399.19043947571
Female,0,Yes,41827.29375481881
Male,4,Yes,11246.144949884347
Male,0,Yes,132477.833461835
Female,2,Yes,90758.48111025442
Male,2,Yes,59637.62528912875
Male,0,No,133935.04240555127
Female,0,Yes,47224.363916730916
Female,0,Yes,445258.2883577486
Male,0,Yes,70161.91210485736
Female,0,Yes,54146.106399383185
Male,0,Yes,71686.58442559752
Male,2,Yes,140323.82420971472
Male,3,Yes,57836.35312259059
Male,3,Yes,22253.469545104086
Male,4,Yes,63415.574402467224
Female,4,Yes,50516.5767154973
Female,2,Yes,40359.29067077872
Female,0,Yes,53973.400154202
Male,0,Yes,47227.06245181187
Male,0,Yes,16191.210485736314
Male,0,Yes,35340.01542020046
Female,0,Yes,109630.68619892058
Male,0,Yes,11197.571318427139
Male,0,Yes,85948.34232845026
Male,2,Yes,40302.62143407864
Female,0,Yes,44525.82883577486
Male,1,Yes,122362.37471087123
Female,1,Yes,131807.24749421742
Female,0,No,189396.68465690053
Male,1,Yes,68138.01079414031
Male,0,Yes,30376.060138781802
Female,1,Yes,23165.57440246723
Male,1,Yes,47452.3901310717
Female,0,Yes,91651.69622205087
Male,3,Yes,29903.81649961449
Female,0,No,23343.67771781033
Male,0,Yes,90781.41865844255
Male,0,Yes,54038.164996144944
Female,0,Yes,148486.89282960678
Male,2,Yes,54645.33538936006
Female,2,Yes,17281.41865844256
Male,2,Yes,155165.767154973
Female,1,Yes,15721.66538164996
Male,0,No,55255.20431765613
Male,1,Yes,270190.8249807247
Female,1,Yes,54173.09175019275
Male,2,Yes,36430.2235929067
Female,0,Yes,134987.4710871241
Male,0,Yes,52621.43407864302
Female,2,Yes,23054.93446414803
Female,0,No,45172.12798766384
Male,2,Yes,52382.61372397841
Male,3,Yes,74412.10485736314
Female,3,Yes,91817.65612952967
Male,1,Yes,147823.05319969158
Female,1,Yes,208681.76561295296
Male,0,No,257894.94988434846
Male,2,Yes,16322.089437162682
Female,0,No,482287.5867386276
Male,0,Yes,17551.272166538165
Male,0,Yes,26985.35080956052
Female,0,Yes,29683.885890516573
Female,0,Yes,117170.39321511179
Female,3,Yes,26580.570547417115
Male,0,Yes,10254.433307632999
Male,0,Yes,22737.856592135697
Female,1,Yes,109290.67077872012
Male,0,No,113338.4734001542
Male,0,No,117386.27602158827
Male,0,Yes,40478.02621434078
Female,0,Yes,148419.42945258287
Male,0,Yes,10340.786430223592
Male,0,Yes,45931.765612952964
Female,0,Yes,43233.23053199691
Female,0,Yes,18618.542791056283
Male,3,Yes,68575.1734772552
Female,3,Yes,158188.12644564378
Female,1,Yes,88306.86198920585
Male,1,Yes,42678.68157286044
Male,0,No,33731.688511950655
Male,0,No,33731.688511950655
Female,1,Yes,27322.66769468003
Female,2,Yes,135129.14417887433
Male,2,Yes,21723.20740169622
Male,0,No,52501.34926754047
Male,0,Yes,26310.71703932151
Male,1,Yes,87531.03315343098
Female,1,Yes,64113.14572089437
Male,3,Yes,20239.01310717039
Male,2,Yes,8422.127987663838
Male,4,Yes,22262.91441788743
Male,3,Yes,52736.12181958365
Female,2,Yes,121535.2737085582
Male,2,Yes,20340.208172706243
Male,2,Yes,17021.0100231303
Male,0,Yes,72185.81341557439
Female,0,Yes,142347.72552043176
Female,0,Yes,70499.22898997687
Male,0,Yes,70499.22898997687
Female,1,Yes,58031.996915959906
Male,1,Yes,58031.996915959906
Female,2,Yes,91945.83654587509
Male,2,Yes,95966.6538164996
Male,0,No,106968.58134155744
Female,1,Yes,79336.93138010794
Male,1,Yes,63145.720894371625
Male,2,Yes,16218.195836545874
Male,0,Yes,33734.38704703161
Male,3,Yes,64257.517347725516
Female,0,Yes,63493.831919814955
Female,2,Yes,62066.3068619892
Male,2,Yes,40208.172706245176
Female,0,Yes,51272.166538164995
Male,0,Yes,164070.93292212798
Male,0,Yes,124148.80493446413
Female,0,Yes,97163.45412490361
Female,0,Yes,94676.75404780262
Female,0,Yes,20239.01310717039
Female,1,Yes,42097.14726291441
Male,1,Yes,42917.50192752505
Male,2,Yes,35890.5165767155
Female,3,Yes,105891.86584425597
Male,3,Yes,85655.55127216653
Male,0,No,82310.7170393215
Female,3,Yes,81282.57517347725
Male,3,Yes,88028.91287586738
Female,0,Yes,22886.276021588277
Male,0,Yes,40478.02621434078
Female,0,Yes,37779.491133384734
Female,2,Yes,101413.6468774094
Male,2,Yes,14318.427139552812
Female,0,Yes,116448.53508095605
Male,1,Yes,4722.436391673092
Male,3,Yes,57056.47648419429
Female,2,No,3643.0223592906705
Male,1,Yes,88377.0239013107
Female,0,No,152467.23207401694
Male,2,Yes,90025.82883577485
Female,2,Yes,139543.94757131842
Male,0,No,148975.32767925982
Male,2,Yes,73385.31225905936
Male,1,Yes,66114.10948342328
Female,0,No,111989.20585967616
Female,0,Yes,97821.8966846569
Male,1,Yes,1079.4140323824208
Male,2,Yes,47291.82729375482
Female,1,Yes,102343.29221279875
Male,1,Yes,54654.7802621434
Male,1,Yes,59408.24980724749
Female,1,Yes,32412.10485736314
Female,0,Yes,101195.06553585196
Female,0,Yes,123862.7602158828
Male,0,Yes,133847.3400154202
Female,1,Yes,78836.35312259059
Male,0,Yes,24556.669236700076
Female,0,Yes,81243.44641480339
Male,2,Yes,21588.28064764842
Female,2,Yes,40478.02621434078
Male,2,Yes,40478.02621434078
Female,2,Yes,59370.47031611411
Male,0,Yes,46695.451040863525
Female,0,Yes,22262.91441788743
Male,2,Yes,57091.55744024672
Male,0,Yes,62218.77409406322
Female,0,Yes,48894.75713184271
Female,0,Yes,20527.75636083269
Male,0,Yes,54907.0932922128
Female,0,Yes,187393.02235929066
Male,1,Yes,3089.8226676946797
Male,2,Yes,6746.33770239013
Male,2,Yes,134926.75404780262
Female,2,Yes,134926.75404780262
Female,0,Yes,243138.0107941403
Male,0,Yes,48573.63145720894
Female,0,Yes,80956.05242868156
Male,0,Yes,48573.63145720894
Male,2,Yes,102544.33307632999
Female,2,Yes,113770.23901310716
Male,0,No,81387.81804163453
Male,1,No,49922.89899768696
Male,2,Yes,125549.34464148033
Female,2,Yes,105276.59984579799
Male,1,Yes,115632.22821896683
Female,1,Yes,108885.8905165767
Male,0,Yes,23207.40169622205
Male,0,Yes,32517.34772552043
Male,0,Yes,88638.78180416345
Female,0,Yes,112925.59753276792
Male,1,Yes,27226.869699306088
Male,0,Yes,28519.46800308404
Female,0,Yes,182259.05936777176
Male,0,Yes,51272.166538164995
Female,1,No,14117.386276021587
Female,2,Yes,71532.76792598303
Male,2,Yes,74223.20740169621
Female,2,Yes,129543.17656129529
Male,1,Yes,74212.41326137239
Female,1,Yes,87705.08866615266
Male,2,Yes,109154.39475713183
Female,2,Yes,209044.71858134153
Female,1,Yes,108377.21665381649
Male,1,Yes,203626.0601387818
Male,1,Yes,87034.50269853507
Female,1,Yes,97828.64302235928
Male,3,Yes,2023.9013107170392
Male,2,Yes,3103.31534309946
Male,1,Yes,8548.959136468773
Female,1,Yes,99845.79799537393
Male,0,Yes,42097.14726291441
Female,0,Yes,124402.467232074
Female,2,No,36430.2235929067
Male,0,Yes,12952.96838858905
Female,9,Yes,34271.39552814186
Female,0,No,64225.13492675404
Female,0,No,385930.9946029298
Male,2,Yes,36725.71318427139
Male,2,Yes,36441.01773323053
Female,2,Yes,47267.54047802621
Female,3,No,35080.95605242868
Male,1,Yes,110214.91904394756
Female,1,Yes,85503.08404009251
Male,0,No,62082.49807247494
Male,2,Yes,110650.73245952197
Female,2,Yes,94459.52197378565
Female,0,Yes,20913.646877409406
Male,2,Yes,33191.98149575944
Male,1,Yes,84735.35080956052
Female,1,Yes,63010.79414032382
Male,0,No,140053.9707016191
Female,1,No,10794.14032382421
Male,0,No,27102.73708558211
Male,1,Yes,91412.87586738628
Female,1,Yes,47898.997686969924
Male,1,Yes,56670.585967617575
Female,2,No,20917.69468003084
Female,0,Yes,38278.7201233616
Male,0,Yes,65264.07093292212
Male,0,Yes,12391.673091750192
Male,1,Yes,133845.99074787972
Female,1,Yes,161505.97532767925
Female,0,No,161505.97532767925
Female,2,Yes,68812.64456437933
Male,2,Yes,136276.02158828062
Male,0,Yes,82575.1734772552
Female,0,Yes,83114.88049344641
Female,2,Yes,122485.15805705474
Male,2,Yes,104728.79722436391
Male,4,Yes,20245.759444872783
Female,2,Yes,55994.60292983808
Male,1,Yes,21588.28064764842
Female,1,Yes,39128.75867386276
Male,3,Yes,11258.28835774865
Male,2,Yes,84329.22127987663
Female,2,Yes,76908.24980724748
Female,0,Yes,95011.37239784116
Male,0,Yes,44957.59444872783
Male,1,Yes,6071.703932151117
Female,0,Yes,40478.02621434078
Male,4,Yes,40491.51888974557
Male,0,Yes,23490.747879722436
Female,0,Yes,85893.02235929067
Female,0,Yes,51272.166538164995
Male,0,Yes,49922.89899768696
Female,0,Yes,25904.587509637622
Female,2,Yes,57915.95990747879
Female,0,Yes,36323.63145720894
Male,0,Yes,105261.75790285273
Female,0,Yes,76286.23747108712
Female,3,Yes,145403.81649961448
Male,3,Yes,145808.5967617579
Male,0,No,208414.6106399383
Male,2,Yes,19564.37933693138
Male,2,Yes,4749.421742482652
Male,0,No,87999.22898997687
Female,0,Yes,188920.39321511178
Male,0,Yes,24309.753276792595
Male,1,No,67466.07555898227
Female,3,Yes,26985.35080956052
Male,1,Yes,52351.58057054741
Female,1,Yes,71781.033153431
Male,0,Yes,16048.188126445642
Female,1,Yes,40649.38319198149
Male,1,Yes,44930.60909791827
Male,5,Yes,69740.94063222822
Female,5,Yes,102919.42945258287
Male,0,Yes,22937.548188126442
Male,1,Yes,2346.3762528912875
Male,1,Yes,15853.893600616806
Male,0,Yes,6515.612952968388
Male,0,Yes,35600.42405551272
Female,0,Yes,82406.51503469545
Male,1,Yes,27794.911333847336
Male,0,Yes,5262.1434078643015
Male,0,Yes,81126.0601387818
Female,0,Yes,103119.12104857362
Female,0,Yes,83654.58750963763
Male,0,Yes,60717.039321511176
Male,0,Yes,87853.50809560524
Female,0,Yes,47375.48188126445
Female,1,Yes,76104.08635312259
Male,1,Yes,68008.48111025443
Male,0,Yes,17378.565921356978
Female,3,Yes,94761.75790285273
Male,3,Yes,56669.2367000771
Female,3,Yes,32389.167309175016
Male,3,Yes,55468.388589051654
Female,0,Yes,23444.87278334618
Male,2,Yes,61432.15111796453
Female,2,Yes,87837.3168851195
Male,2,Yes,59574.20971472629
Female,2,Yes,83861.02544333076
Male,2,Yes,27958.17270624518
Female,0,No,126480.33924441016
Female,0,No,88876.25289128759
Female,3,Yes,47244.60292983808
Male,3,Yes,38033.1534309946
Male,2,Yes,75580.57054741711
Female,2,Yes,109312.25905936776
Male,3,Yes,18889.745566692367
Female,0,Yes,57922.70624518118
Male,0,Yes,40478.02621434078
Male,1,Yes,26985.35080956052
Male,1,Yes,56887.818041634535
Male,1,Yes,43851.195065535845
Female,3,Yes,104298.38087895142
Male,3,Yes,101599.84579799537
Male,1,Yes,33065.150346954506
Female,2,Yes,46560.52428681572
Male,2,Yes,12952.96838858905
Male,0,No,23610.83269082498
Male,2,Yes,8683.885890516576
Female,0,Yes,21176.75404780262
Male,0,Yes,44998.07247494217
Female,0,Yes,79471.85813415574
Female,0,Yes,13492.67540478026
Male,0,Yes,17567.4633770239
Male,0,Yes,71266.96222050887
Female,0,Yes,70322.47494217425
Male,0,Yes,34661.333847340014
Female,0,Yes,75139.3600616808
Male,0,Yes,85231.88126445643
Female,0,Yes,186426.9468003084
Male,0,Yes,105673.28450269853
Female,0,Yes,81389.16730917501
Male,1,Yes,80011.56515034694
Female,1,Yes,55724.749421742476
Male,0,No,97147.26291441788
Female,1,No,17674.055512721665
Female,0,Yes,19363.338473400152
Male,0,Yes,95797.99537393985
Female,0,Yes,141673.09175019275
